record_id,title,year,year_earliest,year_latest,century,date,creators,publisher,scale,physical_description,views,subjects,coverage,description,language,holding,rights,doc_type,gallica_typedoc,confidence,matched_signal,matched_labels,matched_queries,url,iiif_manifest,provenance,thumbnail,catalogue_notice,alt_titles,internal_id
btv1b53237558n,"[Côtes de Barbarie, depuis le cap Bon jusqu'à Tenez, avec la pointe sud de la Sicile]",1732,1732,1732,18th c.,1732,,,,"1 feuille : ms ; 27 x 50 cm (feuille), 32 x 54 cm (support)",2,"Méditerranée, Mer | Tunis, Régence de -- Côtes | Bon, Cap | Sicile, Royaume de | La Galite, Île de | Alger, Province d' -- Côtes | Ténès",Mer Méditerranée | Tunisie | Algérie,Échelle(s) : [Echelle non mentionnée],spa,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 10 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | region,cap bon | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237558n,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237558n/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237558n.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237558
btv1b53009152n,"[Province romaine d'Afrique entre le Sinus Numidicus [Golfe de Collo], Tacape [Gabès], avec l'intérieur jusqu'à Tabudeos [Taïbek-el-Gubbia] / [par Jean-Baptiste d'Anville]",1732,1732,1732,18th c.,1732,"Anville, Jean-Baptiste d' (1697-1782). Cartographe | Rollin, Charles (1661-1741). Auteur du texte",,,"1 carte en 3 fragments : ms avec retombe ; 62,5 x 51 cm",1,Maghreb -- Voies romaines -- Numidieprovince romaine) -- Histoire,Afrique septentrionale,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-10364",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,gabes,city,gabes,https://gallica.bnf.fr/ark:/12148/btv1b53009152n,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53009152n/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53009152n.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb41350452h,,IFN-53009152
btv1b530089581,"[Tunisie, avec les noms anciens] / [par Jean-Baptiste d'Anville]",1732,1732,1732,18th c.,1732,"Anville, Jean-Baptiste d' (1697-1782). Cartographe",,,1 carte en trois fragments de formes diverses : ms à la mine ; 49 x 28 cm,1,"Tunis, Régence de",Afrique septentrionale,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-10627",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b530089581,https://gallica.bnf.fr/iiif/ark:/12148/btv1b530089581/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b530089581.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb41350452h,,IFN-53008958
btv1b8494393g,"Plan de l'Isle de Tabarco / Levé par le sieur Verguin, ...",1732,1732,1732,18th c.,1732,"Verguin, Jean-Joseph (1701-1777). Auteur du texte",[s.n.],1:6 000,"1 flle ms. à l'encre noire et rouge ; 42 x 37,5 cm",1,"Tabarka, Île de",Tunisie,"Échelle(s) : 300 Toises [= 9,6 cm ; 1:6 000 ca]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-16678",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,tabarka | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8494393g,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8494393g/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8494393g.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40593927f,,IFN-8494393
btv1b8495504g,Plan de la bataille de Thapse en Afrique gagnée par Jule César contre Q. Scipion et le roy Juba l'an de Rome 707,1732,1732,1732,18th c.,1732,,[s.n.] (Paris),,"1 carte gravée ; 36 x 24,7 cm",1,"Batailles | Thapsus, Bataille de -- 46 av. J. C. -- 1er s.",Afrique (parties) | Tunisie,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-17909",domaine public | public domain,map | carte | image fixe | image | still image,cartes,high,tunis,country,tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8495504g,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8495504g/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8495504g.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40593927f,,IFN-8495504
btv1b530589500,Plan de la bataille de Thapse en Afrique gagnée par Jule César contre Q. Scipion et le roy Juba l'an de Rome 707,1732,1732,1732,18th c.,1732,,[s.n.] (Paris),,1 flle ; 360 x 247,1,"Batailles | Thapsus, Bataille de -- 46 av. J. C.",Tunisie,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-21882",domaine public | public domain,map | carte | image fixe | image | still image,cartes,high,tunis,country,tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b530589500,https://gallica.bnf.fr/iiif/ark:/12148/btv1b530589500/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b530589500.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb405939263,,IFN-53058950
btv1b53237585j,"Carte de la coste depuis Biserte jusque au Cap Bon / donné par Sabatier, pilote amiral de Toulon",1736,1736,1736,18th c.,1736,Sabatier (16..-17.. ; hydrographe). Cartographe,,,"1 feuille : ms ; 42 x 57 cm (feuille), 54 x 69 cm (support)",2,"Sondages sous-marins | Forts | Tunis, Régence de -- Côtes | Ghár al Milh | Bon, Cap | Tunis | Tunis, Golfe de | Bizerte | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Eschelle de dix lieues [= 21,5 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 6 P 18 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | historic | region,biserta | bizerte | cap bon | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237585j,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237585j/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237585j.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46929001s,,IFN-53237585
btv1b53283019q,Carte de la Mer Mediterranée sur laquelle on a distingué par des couleurs les six divisions des Materiaux qui se conserve[n]t au dépôt des Cartes de la Marine pour servir à la construction des cartes du nouveau portuland de cette Mer,1736,1736,1736,18th c.,1736,,,1:8 996 123,"1 feuille sur support entoilé : ms., col. ; 33,5 x 46,5 cm (carte), 36,5 x 50 cm (support)",1,"Méditerranée, Mer | Espagne -- Côtes | Baléares, Îles | Côte d'Azur | Gênes, Golfe de | Venise, Golfe de | Fès, Royaume de | Adriatique, Mer | Ionienne, Mer | Alger, Régence d' -- Côtes | Tunis, Régence de -- Côtes | Égée, Mer | Turquie d'Asie -- Côtes | Turquie d'Europe -- Côtes | Libye -- Côtes | Égypte -- Côtes | Syrie -- Côtes",Mer Méditerranée,Échelle(s) : [1:8 996 123],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 66 P 7 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city,tunis,https://gallica.bnf.fr/ark:/12148/btv1b53283019q,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53283019q/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53283019q.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb456896011,,IFN-53283019
btv1b59640936,"Carte de la partie de l'Afrique où les Carthaginois ont étendu leur domination dressée pour l'intelligence de l'histoire ancienne de Mr. Rollin ; Les environs de Carthage exprimés plus en détail / par le Sr. d'Anville, Géographe ord[inaire] du Roi ; Bourgoin sculp.",1738,1738,1738,18th c.,1738,"Anville, Jean-Baptiste d' (1697-1782). Cartographe | Bourgoin, Pierre (17..-17.. ; graveur). Graveur | Rollin, Charles (1661-1741). Auteur adapté",[s.n.],,"1 carte : limites en coul. ; 31,5 x 49 cm",1,"Cartouches (ornement) | Carthaginois, Empire | Carthage, Site archéologique de -- Environs -- Antiquité",Afrique (parties) | Tunisie,"Échelle(s) : 150 Milles des Romains, évalués 755 Toises [4,5 cm], 1200 Stades des Grecs, dont 8 font un Mille [4,5 cm], 50 Lieues Françoises, de 3000 pas Geometr[iques] [= 5 cm] | Appartient à l’ensemble documentaire : AnvilMF | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0",fre,"Bibliothèque nationale de France, département Cartes et plans, GE DD-2987 (10197)",domaine public | public domain,map | carte | image fixe | image | still image,cartes,high,tunis,city | country,carthage | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b59640936,https://gallica.bnf.fr/iiif/ark:/12148/btv1b59640936/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b59640936.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-5964093
btv1b53235465n,"[Carte du golfe de la Syrte, de Bengasi au cap Mezurat]",1740,1740,1740,18th c.,1740,,,,"1 feuille : ms ; 27,5 x 39,5 cm",1,"Tripoli, Pachalik autonome de -- Côtes | Mişrātah | Benghazi | Syrte, Golfe de",Mer Méditerranée – Bassin Est | Libye | Tunisie,"Échelle(s) : Echelle de 75 milles d'Italie a [?] par degrés [= 11,7 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 104 DIV 2 P 11 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53235465n,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53235465n/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53235465n.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46902217m,,IFN-53235465
btv1b531216373,"Cartagena in Terra firma Americae sita, ichnographice repraesentata et recusa / ab Homan Heredibus",1740,1740,1740,18th c.,1740,"Homann, Héritiers d'. Cartographe | Chassereau, Pierre (16..-17..). Cartographe du modèle",ab Homan Heredibus (Norimbergae),,"1 carte : col. ; 24 x 29 cm, sur flle. 32 x 32,5 cm",1,"Carthagène, Baie de",Colombie,Échelle(s) : 2 engl. Meiten [= 6 cm],ger | lat,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 161 DIV 9 P 25 D",domaine public | public domain,map | carte | map | carte | image fixe | image | still image,cartes,high,carthage,city,carthage,https://gallica.bnf.fr/ark:/12148/btv1b531216373,https://gallica.bnf.fr/iiif/ark:/12148/btv1b531216373/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b531216373.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb442163794,"Neu und Verbesserter Plan des Hafens von Carthagena in America..., nach dem Enterwurf des Pr. Chassereau, Archit. 1740 nach Engelland gebracht und ans Liechtgegeben",IFN-53121637
btv1b8595344j,Costes de Barbarie contenant les royaumes d'Alger et de Tunis / [Bellin],1740,1740,1749,18th c.,1740-1749,"Bellin, Jacques-Nicolas (1703-1772). Cartographe | France. Dépôt des cartes et plans de la marine. Éditeur intellectuel / Éditrice intellectuelle",[s.n.],,1 feuille ; 31 x 49 cm,1,Barbarie | Alger | Tunis,Afrique (parties),[Costes de Barbarie contenant les royaumes d'Alger et de Tunis] | Appartient à l’ensemble documentaire : AnvilAf | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (7975)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,city,tunis,https://gallica.bnf.fr/ark:/12148/btv1b8595344j,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8595344j/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8595344j.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595344
btv1b8595381t,Plan de l'isle de Tabarque à la coste de Barbarie / [Bellin],1740,1740,1749,18th c.,1740-1749,"Bellin, Jacques-Nicolas (1703-1772). Cartographe | France. Dépôt des cartes et plans de la marine. Éditeur intellectuel / Éditrice intellectuelle",[s.n.],,"1 feuille ; 27,5 x 23 cm",1,Tabarka,Tunisie,[Plan de l'isle de Tabarque à la coste de Barbarie] | Appartient à l’ensemble documentaire : AnvilAf | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (8008)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,city | country,tabarka | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8595381t,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8595381t/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8595381t.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595381
btv1b85953701,Plan de la ville de Tunis et de ses environs / [Bellin],1740,1740,1749,18th c.,1740-1749,"Bellin, Jacques-Nicolas (1703-1772). Cartographe | France. Dépôt des cartes et plans de la marine. Éditeur intellectuel / Éditrice intellectuelle",[s.n.],,"1 feuille ; 26,5 x 22 cm",1,Tunis | Tunis,Tunisie,[Plan de la ville de Tunis et de ses environs] | Appartient à l’ensemble documentaire : AnvilAf,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (7997)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,city | country,tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b85953701,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85953701/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b85953701.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595370
btv1b8595377x,Plan de port Farine / [Bellin],1740,1740,1749,18th c.,1740-1749,"Bellin, Jacques-Nicolas (1703-1772). Cartographe | France. Dépôt des cartes et plans de la marine. Éditeur intellectuel / Éditrice intellectuelle",[s.n.],,"1 feuille ; 28 x 23,5 cm",1,Port | Ghár al Milh,Tunisie,[Plan de port Farine] | Appartient à l’ensemble documentaire : AnvilAf,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (8004)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,country,tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b8595377x,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8595377x/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8595377x.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595377
btv1b85953738,Plan des forts et canal de La Goulette / [Bellin] ; Croisey sc.,1740,1740,1749,18th c.,1740-1749,"Bellin, Jacques-Nicolas (1703-1772). Cartographe | Croisey, Jean-Baptiste (17..-18..? ; graveur). Graveur (Manifestation) | Croisey, Jean-Baptiste (17..-18..? ; graveur). Créateur de l'estampe / Créatrice de l'estampe | France. Dépôt des cartes et plans de la marine. Éditeur intellectuel / Éditrice intellectuelle",[s.n.],,"1 feuille ; 27,5 x 23 cm",1,La Goulette,Tunisie,[Plan des forts et canal de La Goulette] | Appartient à l’ensemble documentaire : AnvilAf,fre,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (8000)",domaine public | public domain,image fixe | image | still image,cartes,high,tunis,city | country,la goulette | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b85953738,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85953738/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b85953738.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8595373
btv1b53237551h,Veüe de l'isle de Tabarque,1740,1740,1740,18th c.,1740,,,,"1 feuille : ms, col. ; 37 x 24 cm",2,"Fortifications | Méditerranée, Mer | Tunis, Régence de | Tabarka, Île de",Mer Méditerranée | Tunisie,Échelle(s) : [Echelle non mentionnée],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 1 P 3 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | view | vue | image fixe | image | still image,cartes,high,tunis,city | country,monastir | tabarka | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237551h,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237551h/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237551h.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927399p,,IFN-53237551
btv1b53237561x,Plan de la côte et des seches de Barbarie,1741,1741,1741,18th c.,1741,,,,"1 feuille : ms ; 33 x 46 cm (feuille), 36 x 49 cm (support)",2,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Afrique, Cap | Kerkennah, Îles | Sousse | Djerba, Île de | Lampedusa, Île de",Mer Méditerranée | Tunisie,"Ancien possesseur : Chabert, Joseph-Bernard de (1724-1805). Ancien possesseur | Échelle(s) : [Echelle de] 20 lieues [= 11,6 cm] | Ancien possesseur : Chabert, Joseph-Bernard de (1724-1805)",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 12/3 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island,djerba | gabes | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237561x,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237561x/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237561x.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237561
btv1b53237560g,Plan de la côte et séche de Barbarie,1741,1741,1741,18th c.,1741,,,,"1 feuille : ms ; 39 x 50 cm (feuille), 43 x 54 cm (support)",2,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Afrique, Cap | Kerkennah, Îles | Sousse | Djerba, Île de | Lampedusa, Île de",Mer Méditerranée | Tunisie,"Échelle(s) : Echelle de 20 lieues [= 11,6 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 12/2 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island,djerba | gabes | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237560g,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237560g/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237560g.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237560
btv1b532375593,"Plan de la côte et séches de Barbarie, depuis Zerby jusques à Suza : corrigées par les latitudes observées comme aussi les gissements des côtes et les querquenis et les sondes aux environs, vérifiées avec la frégate du Roy l'Attalante en 1741 / vérifié par Gilly pilote...",1741,1741,1741,18th c.,1741,,,,1 feuille : ms ; 36 x 52 cm,2,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Afrique, Cap | Kerkennah, Îles | Sousse | Djerba, Île de | Lampedusa, Île de",Mer Méditerranée | Tunisie,"Ancien possesseur : Chabert, Joseph-Bernard de (1724-1805). Ancien possesseur | Échelle(s) : Echelle de vingt lieues [= 11,7 cm] | Ancien possesseur : Chabert, Joseph-Bernard de (1724-1805)",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 12/1 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island,djerba | gabes | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b532375593,https://gallica.bnf.fr/iiif/ark:/12148/btv1b532375593/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b532375593.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237559
btv1b53237536x,"Plan de la cotte et séches de Barbarie, depuis Zérby jusques à Suza : corrigée par les lattitude obsérvée comme aussi les gissement des cottes et Lesquerqueni et les sondes aux environs vériffié avec la frégatte du Roy Latalante en 1741 / vériffié par Gilly pilotte Ent.",1741,1741,1741,18th c.,1741,,,,"1 feuille : ms, col. ; 51 x 39 cm",2,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Afrique, Cap | Kerkennah, Îles | Sousse | Djerba, Île de | Lampedusa, Île de",Mer Méditerranée | Tunisie,"Échelle(s) : Echelle de 20 lieues [= 11,7 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 12 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island,djerba | gabes | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237536x,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237536x/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237536x.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237536
btv1b53009003n,[Tunisie et partie de l'Algérie entre Tripoli et le Rif] / [par Jean-Baptiste d'Anville],1742,1742,1742,18th c.,1742,"Anville, Jean-Baptiste d' (1697-1782). Cartographe",,,1 carte : ms à la mine et à l'encre ; 95 x 40 cm,1,"Tunis, Régence de | Numidie (province romaine) -- Voies romaines",Afrique septentrionale,,fre,"Bibliothèque nationale de France, département Cartes et plans, GE D-10624",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country,tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53009003n,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53009003n/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53009003n.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb41350452h,,IFN-53009003
btv1b8592051q,Atlas coelestis. Phaenomena circa quantitatem dierum artificialium et solarium perpetuomutabilem ex hypothesi copernicana deducta / a Ioh. Gab. Doppelmaiero,1742,1742,1742,18th c.,1742,"Doppelmayr, Johann Gabriel (1677-1750). Fonction indéterminée",sumptibus Heredum Homannianorum (Norimbergae),,1 feuille ; 48 x 57 cm,1,Système solaire | Ciel,Ciel,[Atlas coelestis. Phaenomena circa quantitatem dierum artificialium et solarium perpetuomutabilem ex hypothesi copernicana deducta] | Appartient à l’ensemble documentaire : AnvilFr | Appartient à l’ensemble documentaire : MAEDI008 | Appartient à l’ensemble documentaire : MAEDIGen0,lat,"Bibliothèque nationale de France, département Cartes et Plans, GE DD-2987 (13)",domaine public | public domain,image fixe | image | still image,cartes,medium,,city,gabes,https://gallica.bnf.fr/ark:/12148/btv1b8592051q,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8592051q/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8592051q.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb40577015h,,IFN-8592051
btv1b53237562c,"Carte de la côte de Barbarie, depuis le Cap Bon jusqu'à Tripoly : corrigée sur les observations faites par la frégatte du Roy le Zephire en 1742",1742,1742,1742,18th c.,1742,,,,1 feuille : ms ; 29 x 45 cm,2,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Bon, Cap | Afrique, Cap | Kerkennah, Îles | Sousse | Djerba, Île de | Lampedusa, Île de | Tripoli | Tripoli, Pachalik autonome de -- Côtes",Mer Méditerranée | Tunisie | Libye,Échelle(s) : Echelle de 20 lieües [= 8 cm],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 13 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island | region,cap bon | djerba | gabes | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237562c,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237562c/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237562c.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237562
btv1b53237546b,"Carte de la côte de Barbarie, depuis le Cap Bon jusqu'à Tripoly : corrigée sur les observations faites par la frégatte du Roy le Zephire en 1742",1742,1742,1742,18th c.,1742,,,,"1 feuille : ms ; 24 x 40 cm (feuille), 32 x 47 cm (support)",2,"Sondages sous-marins | Tunis, Régence de -- Côtes | Méditerranée, Mer | Gabès, Golfe de | Bon, Cap | Afrique, Cap | Kerkennah, Îles | Sousse | Djerba, Île de | Lampedusa, Île de | Tripoli | Tripoli, Pachalik autonome de -- Côtes",Mer Méditerranée | Tunisie | Libye,Échelle(s) : Echelle de 20 lieues [= 8 cm],fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 2 P 13/1 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | map | carte | image fixe | image | still image,cartes,high,tunis,city | country | island | region,cap bon | djerba | gabes | kerkennah | sousse | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237546b,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237546b/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237546b.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46927864d,,IFN-53237546
btv1b53237587f,"Plan des forts et du canal de la Goulete / levé géométriquement par M. de Chabert, garde de la Marine",1742,1742,1742,18th c.,1742,"Chabert, Joseph-Bernard de (1724-1805). Cartographe",,,"1 feuille : ms, col. ; 39 x 54 cm (feuille), 54 x 69 (support)",1,"Fortifications | Tunis, Golfe de | La Goulette | Tunis, Régence de -- Côtes | Méditerranée, Mer",Mer Méditerranée | Tunisie,"Échelle(s) : Echelle de 70 toises [= 11,4 cm]",fre,"Bibliothèque nationale de France, département Cartes et plans, GE SH 18 PF 105 DIV 6 P 20 D",domaine public | public domain,manuscript cartographic resource | document cartographique manuscrit | plan | plan | image fixe | image | still image,cartes,high,tunis,city | country | region,bizerte | cap bon | la goulette | tunis | tunisia | tunisie,https://gallica.bnf.fr/ark:/12148/btv1b53237587f,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53237587f/manifest.json,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b53237587f.thumbnail,Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb46929001s,,IFN-53237587
