adm4_pcode,imada,delegation,gouvernorat,area_sqkm,tribe,label_as_printed,source,distance_km,runner_up,runner_up_km
TN435262,Ezzitouna,Sidi Bouzid Est,Sidi Bou Zid,64.31,Hammama,Hammama,1881 Lasailly,15.8,Taïfa,34.8
TN435253,Faiedh,Sidi Bouzid Est,Sidi Bou Zid,58.69,Ouled el Goussem,Oulad el Goussem,1853 Pellissier,29.0,Hammama,29.2
TN435261,Garet Hadid,Sidi Bouzid Est,Sidi Bou Zid,41.91,Hammama,Hamema,1853 Pellissier,26.9,Ouled el Goussem,33.8
TN435155,El Friou,Sidi Bouzid Ouest,Sidi Bou Zid,47.98,Hammama,Hammama,1881 Lasailly,7.3,Taïfa,34.7
TN435154,El Hichria,Sidi Bouzid Ouest,Sidi Bou Zid,71.4,Hammama,Hammama,1881 Lasailly,8.8,Taïfa,39.3
TN435160,Ennasr,Sidi Bouzid Ouest,Sidi Bou Zid,23.53,Mejers,Madjer,1853 Pellissier,30.6,Hammama,34.9
TN435152,Ennour,Sidi Bouzid Ouest,Sidi Bou Zid,1.34,Hammama,Hammama,1881 Lasailly,26.2,Ouled el Goussem,43.4
TN435159,Ettouila,Sidi Bouzid Ouest,Sidi Bou Zid,122.33,Hammama,Hammama,1881 Lasailly,18.9,Mejers,44.8
TN435157,Oum El Adham (1),Sidi Bouzid Ouest,Sidi Bou Zid,37.58,Hammama,Hammama,1881 Lasailly,30.4,Mejers,34.1
TN435158,Oum El Adham (2),Sidi Bouzid Ouest,Sidi Bou Zid,16.83,Hammama,Hammama,1881 Lasailly,27.6,Mejers,32.9
TN435156,Sadakia,Sidi Bouzid Ouest,Sidi Bou Zid,48.66,Hammama,Hammama,1881 Lasailly,30.0,Mejers,37.3
TN435151,Sidi Bouzid,Sidi Bouzid Ouest,Sidi Bou Zid,1.19,Hammama,Hammama,1881 Lasailly,25.9,Ouled el Goussem,42.4
TN435162,Sidi Bouzid Ouest,Sidi Bouzid Ouest,Sidi Bou Zid,1.27,Hammama,Hammama,1881 Lasailly,25.4,Ouled el Goussem,44.1
TN435161,Sidi Bouzid Sud,Sidi Bouzid Ouest,Sidi Bou Zid,1.28,Hammama,Hammama,1881 Lasailly,25.0,Ouled el Goussem,43.6
TN435153,Sidi Salem,Sidi Bouzid Ouest,Sidi Bou Zid,49.92,Hammama,Hammama,1881 Lasailly,30.8,Mejers,40.3
TN435957,Bir Badr,Souk Jedid,Sidi Bou Zid,65.89,Hammama,Hammama,1881 Lasailly,16.3,Taïfa,29.5
TN435955,Erremelia,Souk Jedid,Sidi Bou Zid,88.14,Hammama,Hamema,1853 Pellissier,17.9,Taïfa,20.3
TN435956,Ezzafzaf,Souk Jedid,Sidi Bou Zid,60.45,Hammama,Hammama,1881 Lasailly,13.8,Taïfa,27.4
TN435952,Ghiriouis,Souk Jedid,Sidi Bou Zid,37.81,Hammama,Hamema,1853 Pellissier,18.1,Ouled el Goussem,25.6
TN435953,Ksaira,Souk Jedid,Sidi Bou Zid,13.76,Hammama,Hamema,1853 Pellissier,23.2,Ouled el Goussem,30.8
TN435954,Sekdal,Souk Jedid,Sidi Bou Zid,22.8,Hammama,Hamema,1853 Pellissier,19.3,Taïfa,29.1
TN435951,Souk Jedid,Souk Jedid,Sidi Bou Zid,57.49,Hammama,Hamema,1853 Pellissier,20.6,Taïfa,28.9
TN246056,Ain Bous Saadia,Bargou,Siliana,56.3,Ouled Aoun,O. Aoun,1881 Lasailly,16.3,Riah,25.2
TN246055,Ain Fourna,Bargou,Siliana,58.3,Riah,O. Riah,1881 Lasailly,13.2,Ouled Aoun,13.5
TN246052,Banlieue Bargou,Bargou,Siliana,86.94,Ouled Aoun,O. Aoun,1881 Lasailly,5.1,Riah,19.2
TN246051,Bargou,Bargou,Siliana,1.17,Ouled Aoun,O. Aoun,1881 Lasailly,8.0,Riah,19.5
TN246057,Ed-Derija,Bargou,Siliana,74.44,Ouled Aoun,O. Aoun,1881 Lasailly,20.5,Riah,21.6
TN246058,El Behirin,Bargou,Siliana,43.07,Ouled Aoun,O. Aoun,1881 Lasailly,13.6,Riah,28.6
TN246053,Ouled Fredj,Bargou,Siliana,66.59,Ouled Aoun,O. Aoun,1881 Lasailly,8.5,Riah,23.8
TN246054,Sidi Said,Bargou,Siliana,71.07,Riah,O. Riah,1881 Lasailly,15.6,Ouled Aoun,21.9
TN245351,Banlieue De Bouarada,Bouarada,Siliana,66.21,Riah,O. Riah,1881 Lasailly,13.3,Drid,17.0
TN245352,Bouarada,Bouarada,Siliana,5.5,Riah,O. Riah,1881 Lasailly,11.3,Drid,18.7
TN245353,Fatis,Bouarada,Siliana,88.42,Drid,Drid et autres Arabes melés,1853 Pellissier,11.4,Riah,19.9
TN245354,Henchir Er-Roman,Bouarada,Siliana,89.97,Riah,O. Riah,1881 Lasailly,5.4,Ouled Aoun,11.3
TN245355,Sidi Abdennour,Bouarada,Siliana,67.56,Riah,O. Riah,1881 Lasailly,3.0,Ouled Aoun,14.9
TN245356,Tarf Ech-Chena,Bouarada,Siliana,59.1,Riah,O. Riah,1881 Lasailly,11.7,Drid,20.6
TN245655,Ain Achour,Bourouis,Siliana,66.92,Ouled Ayar,O. Ayar,1881 Lasailly,9.3,Ouled Yakoub,25.6
TN245651,Bourouis Nord,Bourouis,Siliana,6.55,Ouled Ayar,O. Ayar,1881 Lasailly,4.1,Drid,27.8
TN245652,Bourouis Sud,Bourouis,Siliana,79.38,Ouled Ayar,O. Ayar,1881 Lasailly,1.1,Drid,24.5
TN245654,El Abbassi,Bourouis,Siliana,60.81,Ouled Ayar,O. Ayar,1881 Lasailly,9.0,Drid,26.6
TN245656,El Krib Gare,Bourouis,Siliana,23.06,Ouled Ayar,O. Ayar,1881 Lasailly,6.8,Drid,21.1
TN245653,Ettricha,Bourouis,Siliana,37.7,Ouled Ayar,O. Ayar,1881 Lasailly,6.5,Ouled Yakoub,24.4
TN245556,Borj El Messaoudi Nord,El Krib,Siliana,71.56,Ouled Ayar,O. Ayar,1881 Lasailly,19.3,Djendouba,23.1
TN245557,Borj El Messaoudi Sud,El Krib,Siliana,60.07,Ouled Ayar,O. Ayar,1881 Lasailly,21.2,Djendouba,23.7
TN245553,Dokhania,El Krib,Siliana,64.49,Drid,DRID,1881 Martel (1965),14.9,Ouled Ayar,18.2
TN245551,El Krib Nord,El Krib,Siliana,27.13,Ouled Ayar,O. Ayar,1881 Lasailly,18.4,Zouagha,23.0
TN245552,El Krib Sud,El Krib,Siliana,67.26,Ouled Ayar,O. Ayar,1881 Lasailly,13.5,Drid,20.4
TN245554,Hammam Biadha Nord,El Krib,Siliana,54.44,Djendouba,Djendouba,1853 Pellissier,9.9,Ouled bou Salem,12.3
TN245555,Hammam Biadha Sud,El Krib,Siliana,79.39,Djendouba,Djendouba,1853 Pellissier,16.8,Ouled bou Salem,18.6
TN245454,Ain Zerig,Gaafour,Siliana,142.97,Ouled Aoun,Oulad Aoun,1853 Pellissier,9.4,Drid,14.0
TN245455,El Ahouez Nord,Gaafour,Siliana,84.72,Drid,DRID,1881 Martel (1965),4.2,Ouled Aoun,5.3
TN245456,El Ahouez Sud,Gaafour,Siliana,81.82,Drid,DRID,1881 Martel (1965),9.5,Ouled Aoun,10.9
TN245457,El Aksab,Gaafour,Siliana,82.1,Ouled Ayar,O. Ayar,1881 Lasailly,8.8,Ouled Aoun,17.0
TN245453,El Khouat,Gaafour,Siliana,32.3,Ouled Ayar,O. Ayar,1881 Lasailly,9.6,Drid,15.5
TN245451,Gaafour Est,Gaafour,Siliana,14.2,Drid,DRID,1881 Martel (1965),6.0,Ouled Aoun,11.7
TN245452,Gaafour Ouest,Gaafour,Siliana,22.99,Drid,DRID,1881 Martel (1965),8.4,Ouled Aoun,13.6
TN245955,Bou Abdallah,Kesra,Siliana,47.26,Ouled Aoun,OLED AOUN,1881 Martel (1965),16.9,Zlass,28.9
TN245958,El Foudhoul,Kesra,Siliana,56.25,Zlass,Zlaas,1881 Lasailly,12.6,Ouled Aoun,33.3
TN245952,El Hammam,Kesra,Siliana,58.54,Ouled Aoun,OLED AOUN,1881 Martel (1965),24.9,Zlass,26.0
TN245956,El Karia Nord,Kesra,Siliana,33.33,Zlass,Zlaas,1881 Lasailly,17.4,Ouled Aoun,28.3
TN245957,El Karia Sud,Kesra,Siliana,28.18,Zlass,Zlaas,1881 Lasailly,16.7,Ouled Aoun,30.4
TN245959,El Louza,Kesra,Siliana,83.61,Zlass,Zlaas,1881 Lasailly,20.3,Ouled Ayar,29.8
TN245953,El Mansoura Nord,Kesra,Siliana,36.79,Ouled Aoun,OLED AOUN,1881 Martel (1965),21.8,Zlass,25.1
TN245954,El Mansoura Sud,Kesra,Siliana,19.53,Zlass,Zlaas,1881 Lasailly,21.2,Ouled Aoun,25.3
TN245951,Kesra,Kesra,Siliana,75.98,Zlass,Zlaas,1881 Lasailly,20.9,Ouled Aoun,26.0
TN246152,Bou Jlida,Laroussa,Siliana,66.33,Riah,O. Riah,1881 Lasailly,16.8,Drid,16.9
TN246151,El Aroussa,Laroussa,Siliana,110.17,Drid,DRID,1881 Martel (1965),10.3,Ouled Aoun,12.9
TN246153,Er Remil,Laroussa,Siliana,89.41,Riah,O. Riah,1881 Lasailly,6.4,Ouled Aoun,8.6
TN246154,Mousrata,Laroussa,Siliana,42.8,Ouled Aoun,Oulad Aoun,1853 Pellissier,4.2,Drid,5.2
TN246155,Sidi Ayed,Laroussa,Siliana,51.9,Drid,DRID,1881 Martel (1965),5.4,Ouled Aoun,10.8
TN245756,Beni Hazem,Makthar,Siliana,33.68,Ouled Ayar,OLED AYAR,1881 Martel (1965),9.6,Ouled Yakoub,15.2
TN245755,Bez,Makthar,Siliana,56.32,Ouled Ayar,OLED AYAR,1881 Martel (1965),17.3,Ouled Yakoub,18.5
TN245759,Chouarnia,Makthar,Siliana,27.29,Ouled Yakoub,Oulad Yacoub,1853 Pellissier,15.5,Ouled Ayar,20.1
TN245754,El Garaa,Makthar,Siliana,35.59,Ouled Aoun,OLED AOUN,1881 Martel (1965),21.9,Ouled Ayar,27.1
TN245751,Makthar Nord,Makthar,Siliana,4.68,Ouled Ayar,OLED AYAR,1881 Martel (1965),20.4,Ouled Yakoub,24.1
TN245752,Makthar Sud,Makthar,Siliana,2.81,Ouled Ayar,OLED AYAR,1881 Martel (1965),21.4,Ouled Yakoub,25.5
TN245757,Ras El Ouedi,Makthar,Siliana,18.96,Ouled Ayar,OLED AYAR,1881 Martel (1965),15.3,Ouled Yakoub,20.4
TN245758,Saddine,Makthar,Siliana,37.13,Ouled Ayar,OLED AYAR,1881 Martel (1965),8.8,Ouled Yakoub,19.8
TN245753,Sayar,Makthar,Siliana,39.0,Ouled Ayar,OLED AYAR,1881 Martel (1965),23.2,Ouled Aoun,27.2
TN245760,Sened El Haddad,Makthar,Siliana,20.81,Ouled Yakoub,Oulad Yacoub,1853 Pellissier,22.2,Ouled Ayar,22.8
TN245761,Soualem,Makthar,Siliana,71.04,Ouled Ayar,OLED AYAR,1881 Martel (1965),21.6,Ouled Yakoub,29.0
TN245860,Bou-Ajila,Rouhia,Siliana,65.62,Zlass,Zlaas,1881 Lasailly,24.4,Ouled Ayar,26.7
TN245851,El Hababsa Nord,Rouhia,Siliana,138.11,Zlass,Zlaas,1881 Lasailly,14.9,Mejers,31.5
TN245852,El Hababsa Sud,Rouhia,Siliana,98.98,Zlass,Zlaas,1881 Lasailly,9.5,Mejers,34.0
TN245859,El Hamaima,Rouhia,Siliana,37.44,Ouled Ayar,OLED AYAR,1881 Martel (1965),18.9,Mejers,21.8
TN245857,El Haria,Rouhia,Siliana,27.94,Ouled Ayar,OLED AYAR,1881 Martel (1965),14.2,Ouartan,22.6
TN245853,El Jamilet,Rouhia,Siliana,77.43,Zlass,Zlaas,1881 Lasailly,16.5,Ouled Ayar,32.6
TN245856,El Messahla,Rouhia,Siliana,41.77,Ouled Ayar,OLED AYAR,1881 Martel (1965),12.6,Ouled Yakoub,23.8
TN245858,Er-Rouhia,Rouhia,Siliana,79.43,Ouled Ayar,OLED AYAR,1881 Martel (1965),20.9,Mejers,27.7
TN245855,Es-Semirat Sud,Rouhia,Siliana,35.26,Zlass,Zlaas,1881 Lasailly,23.7,Ouled Ayar,24.8
TN245854,Es-Semiret Nord,Rouhia,Siliana,60.1,Ouled Ayar,OLED AYAR,1881 Martel (1965),18.1,Ouartan,29.3
TN245158,Ain Ed-Dissa,Siliana Nord,Siliana,21.83,Ouled Aoun,OLED AOUN,1881 Martel (1965),18.7,Ouled Yakoub,26.3
TN245153,El Arab,Siliana Nord,Siliana,76.87,Ouled Aoun,O. Aoun,1881 Lasailly,5.8,Riah,19.9
TN245156,El Jouii,Siliana Nord,Siliana,67.34,Ouled Ayar,O. Ayar,1881 Lasailly,12.9,Ouled Aoun,20.5
TN245157,El Khalsa,Siliana Nord,Siliana,53.26,Ouled Yakoub,Oulad Yacoub,1853 Pellissier,20.5,Ouled Aoun,22.6
TN245154,Jema,Siliana Nord,Siliana,113.29,Ouled Aoun,OLED AOUN,1881 Martel (1965),12.6,Ouled Ayar,15.4
TN245155,Massouj,Siliana Nord,Siliana,42.21,Ouled Aoun,OLED AOUN,1881 Martel (1965),16.2,Ouled Ayar,19.6
TN245152,Siliana Nord,Siliana Nord,Siliana,9.54,Ouled Aoun,OLED AOUN,1881 Martel (1965),8.6,Ouled Ayar,20.7
TN245151,Siliana Ville,Siliana Nord,Siliana,1.99,Ouled Aoun,OLED AOUN,1881 Martel (1965),8.5,Ouled Ayar,19.9
TN245259,El Kabel,Siliana Sud,Siliana,71.72,Ouled Aoun,OLED AOUN,1881 Martel (1965),2.9,Ouled Ayar,29.8
TN245253,Es-Sefina,Siliana Sud,Siliana,99.95,Ouled Aoun,OLED AOUN,1881 Martel (1965),16.3,Zlass,33.3
TN245252,Marj Mokaddem,Siliana Sud,Siliana,39.9,Ouled Aoun,OLED AOUN,1881 Martel (1965),13.9,Ouled Ayar,24.1
TN245258,Ouled Zenag,Siliana Sud,Siliana,58.4,Ouled Aoun,OLED AOUN,1881 Martel (1965),9.4,Ouled Ayar,34.9
TN245257,Sejja,Siliana Sud,Siliana,58.87,Ouled Aoun,OLED AOUN,1881 Martel (1965),3.7,Riah,26.2
TN245256,Sidi Hmada,Siliana Sud,Siliana,39.81,Ouled Aoun,O. Aoun,1881 Lasailly,12.3,Zlass,31.0
TN245255,Sidi Mansour,Siliana Sud,Siliana,59.16,Ouled Aoun,OLED AOUN,1881 Martel (1965),8.3,Ouled Ayar,22.6
TN245254,Sidi Morched,Siliana Sud,Siliana,63.18,Ouled Aoun,OLED AOUN,1881 Martel (1965),13.0,Zlass,31.0
TN245251,Siliana Sud,Siliana Sud,Siliana,2.19,Ouled Aoun,OLED AOUN,1881 Martel (1965),7.1,Ouled Ayar,21.2
TN315651,Akouda Est,Akouda,Sousse,2.97,Ouled Saïd,OLED SAID,1881 Martel (1965),38.8,Zlass,40.2
TN315652,Akouda Ouest,Akouda,Sousse,5.13,Ouled Saïd,OLED SAID,1881 Martel (1965),37.4,Zlass,38.8
TN315654,Chott Er-Romane,Akouda,Sousse,6.69,Zlass,ZLASS,1881 Martel (1965),37.9,Ouled Saïd,39.1
TN315653,Chott Meriam,Akouda,Sousse,10.3,Ouled Saïd,Oulad Said,1853 Pellissier,33.0,Souassi,36.3
TN315655,El Fokaia,Akouda,Sousse,11.34,Ouled Saïd,OLED SAID,1881 Martel (1965),31.0,Souassi,34.0
TN315656,Ettantana,Akouda,Sousse,8.34,Ouled Saïd,OLED SAID,1881 Martel (1965),35.9,Souassi,38.7
TN316156,Ain Errahma,Bouficha,Sousse,50.94,Ouled Saïd,Ouled Saïd,1881 Lasailly,9.9,Souassi,27.1
TN316151,Bouficha,Bouficha,Sousse,15.62,Ouled Saïd,Ouled Saïd,1881 Lasailly,5.3,Souassi,34.9
TN316157,El Methalit,Bouficha,Sousse,10.08,Ouled Saïd,Oulad Said,1853 Pellissier,11.2,Souassi,24.2
TN316154,Essafha,Bouficha,Sousse,40.01,Ouled Saïd,Oulad Said,1853 Pellissier,7.3,Souassi,20.6
TN316158,Esselloum,Bouficha,Sousse,21.37,Ouled Saïd,Ouled Saïd,1881 Lasailly,8.2,Souassi,35.3
TN316152,Oued El Kharroub,Bouficha,Sousse,17.9,Ouled Saïd,Ouled Saïd,1881 Lasailly,1.2,Souassi,30.4
TN316153,Sidi Khalifa,Bouficha,Sousse,31.65,Ouled Saïd,Ouled Saïd,1881 Lasailly,5.1,Souassi,29.5
TN316159,Sidi M'Tir,Bouficha,Sousse,28.1,Ouled Saïd,Ouled Saïd,1881 Lasailly,10.5,Souassi,41.4
TN316155,Sidi Said,Bouficha,Sousse,45.54,Ouled Saïd,Ouled Saïd,1881 Lasailly,5.3,Souassi,36.8
TN316060,Ain Medhaker,Enfidha,Sousse,50.34,Ouled Saïd,Oulad Said,1853 Pellissier,4.6,Souassi,15.9
TN316055,Chegarnia,Enfidha,Sousse,44.62,Ouled Saïd,Oulad Said,1853 Pellissier,11.2,Souassi,23.3
TN316052,El Frada,Enfidha,Sousse,36.32,Ouled Saïd,OLED SAID,1881 Martel (1965),7.4,Souassi,12.2
TN316059,El Garci,Enfidha,Sousse,19.07,Ouled Saïd,Oulad Said,1853 Pellissier,4.5,Souassi,9.7
TN316051,Enfidha,Enfidha,Sousse,83.99,Ouled Saïd,Oulad Said,1853 Pellissier,12.4,Souassi,20.8
TN316053,Gerimet Est,Enfidha,Sousse,17.6,Ouled Saïd,OLED SAID,1881 Martel (1965),2.5,Souassi,7.6
TN316054,Gerimet Ouest,Enfidha,Sousse,21.17,Ouled Saïd,OLED SAID,1881 Martel (1965),3.6,Souassi,3.9
TN316061,Hicher,Enfidha,Sousse,30.59,Ouled Saïd,OLED SAID,1881 Martel (1965),3.1,Souassi,6.5
TN316063,M'Rabet Hached,Enfidha,Sousse,22.25,Ouled Saïd,OLED SAID,1881 Martel (1965),6.3,Souassi,9.6
TN316062,Menzel Dar Belouar,Enfidha,Sousse,23.86,Ouled Saïd,OLED SAID,1881 Martel (1965),10.5,Souassi,13.4
TN316058,Menzel Fateh,Enfidha,Sousse,10.76,Ouled Saïd,Oulad Said,1853 Pellissier,2.1,Souassi,12.5
TN316056,Ouled Abdellah,Enfidha,Sousse,14.95,Ouled Saïd,Oulad Said,1853 Pellissier,5.0,Souassi,17.3
TN316057,Takrouna,Enfidha,Sousse,2.35,Ouled Saïd,Oulad Said,1853 Pellissier,2.5,Souassi,15.0
TN315553,Bir Moussa,Hammam Sousse,Sousse,2.45,Ouled Saïd,OLED SAID,1881 Martel (1965),41.9,Zlass,42.5
TN315555,El Gharabi,Hammam Sousse,Sousse,1.05,Zlass,ZLASS,1881 Martel (1965),40.7,Ouled Saïd,41.3
TN315552,El Kantaoui,Hammam Sousse,Sousse,8.22,Ouled Saïd,OLED SAID,1881 Martel (1965),38.9,Zlass,41.5
TN315551,El Medina,Hammam Sousse,Sousse,1.05,Ouled Saïd,OLED SAID,1881 Martel (1965),41.3,Zlass,41.3
TN315554,Sahloul,Hammam Sousse,Sousse,5.23,Zlass,ZLASS,1881 Martel (1965),40.2,Ouled Saïd,41.5
TN315952,El Aribet,Hergla,Sousse,26.15,Ouled Saïd,Oulad Said,1853 Pellissier,19.7,Souassi,24.9
TN315953,Essouieh,Hergla,Sousse,35.11,Ouled Saïd,OLED SAID,1881 Martel (1965),16.2,Souassi,19.9
TN315951,Hergla,Hergla,Sousse,34.2,Ouled Saïd,Oulad Said,1853 Pellissier,22.8,Souassi,28.7
TN315756,Balaoum,Kalaa Kebira,Sousse,92.01,Zlass,ZLASS,1881 Martel (1965),22.0,Ouled Saïd,29.3
TN315751,El Jarabaa,Kalaa Kebira,Sousse,24.35,Zlass,ZLASS,1881 Martel (1965),31.9,Ouled Saïd,36.3
TN315755,Essed Ouest,Kalaa Kebira,Sousse,22.14,Ouled Saïd,OLED SAID,1881 Martel (1965),23.5,Souassi,24.7
TN315754,Ouled Mhamed,Kalaa Kebira,Sousse,33.04,Zlass,ZLASS,1881 Martel (1965),28.8,Ouled Saïd,33.4
TN315753,Zearna Est,Kalaa Kebira,Sousse,30.8,Ouled Saïd,OLED SAID,1881 Martel (1965),33.1,Souassi,35.4
TN315752,Zearna Ouest,Kalaa Kebira,Sousse,36.04,Ouled Saïd,OLED SAID,1881 Martel (1965),29.9,Zlass,30.1
TN316554,En-Nagr,Kalaa Sghira,Sousse,16.48,Zlass,ZLASS,1881 Martel (1965),32.4,Ouled Saïd,40.2
TN316551,Kalaa Seghira Est,Kalaa Sghira,Sousse,9.77,Zlass,ZLASS,1881 Martel (1965),39.7,Ouled Saïd,43.3
TN316552,Kalaa Seghira Hached,Kalaa Sghira,Sousse,14.73,Zlass,ZLASS,1881 Martel (1965),35.7,Ouled Saïd,39.6
TN316553,Kalaa Seghira Ville,Kalaa Sghira,Sousse,9.79,Zlass,ZLASS,1881 Martel (1965),36.8,Ouled Saïd,42.3
TN316555,Oued Leya,Kalaa Sghira,Sousse,51.76,Zlass,ZLASS,1881 Martel (1965),25.9,Ouled Saïd,38.4
TN316254,Bechachma,Kondar,Sousse,33.79,Zlass,ZLASS,1881 Martel (1965),4.7,Souassi,29.0
TN316253,Belalma,Kondar,Sousse,24.27,Zlass,ZLASS,1881 Martel (1965),15.0,Souassi,19.2
TN316252,Bir El Jedid,Kondar,Sousse,22.37,Zlass,ZLASS,1881 Martel (1965),9.0,Souassi,22.8
TN316256,Gmata,Kondar,Sousse,19.81,Ouled Saïd,OLED SAID,1881 Martel (1965),17.0,Souassi,17.9
TN316251,Kondar,Kondar,Sousse,33.05,Souassi,Souassi,1881 Lasailly,17.5,Ouled Saïd,18.1
TN316257,Ouled Ameur,Kondar,Sousse,14.01,Ouled Saïd,OLED SAID,1881 Martel (1965),9.9,Souassi,11.0
TN316255,Ouled El Abed,Kondar,Sousse,31.03,Souassi,Souassi,1881 Lasailly,13.5,Ouled Saïd,13.8
TN316465,Beni Khalthoum,M'Saken,Sousse,16.69,Souassi,SOUASSI,1881 Martel (1965),32.1,Oulad Amer,42.3
TN316464,Beni Rabiaa,M'Saken,Sousse,12.06,Souassi,SOUASSI,1881 Martel (1965),32.6,Oulad Amer,40.2
TN316463,Borgine,M'Saken,Sousse,36.81,Souassi,SOUASSI,1881 Martel (1965),28.9,Oulad Amer,34.7
TN316462,El Frady,M'Saken,Sousse,13.77,Souassi,SOUASSI,1881 Martel (1965),24.8,Oulad Amer,29.0
TN316458,El Gharbine,M'Saken,Sousse,0.49,Souassi,SOUASSI,1881 Martel (1965),37.7,Zlass,40.5
TN316460,El Kebline,M'Saken,Sousse,12.89,Souassi,SOUASSI,1881 Martel (1965),35.7,Zlass,44.9
TN316459,El Kenaies,M'Saken,Sousse,69.43,Souassi,SOUASSI,1881 Martel (1965),32.1,Oulad Amer,33.7
TN316461,Ennour,M'Saken,Sousse,5.68,Souassi,SOUASSI,1881 Martel (1965),39.1,Zlass,42.9
TN316451,Ettouara Nord,M'Saken,Sousse,2.08,Souassi,SOUASSI,1881 Martel (1965),39.8,Zlass,41.4
TN316452,Ettouara Sud,M'Saken,Sousse,0.25,Souassi,SOUASSI,1881 Martel (1965),38.6,Zlass,40.6
TN316455,Habib Thameur,M'Saken,Sousse,82.11,Zlass,ZLASS,1881 Martel (1965),32.2,Souassi,41.1
TN316454,Jebline,M'Saken,Sousse,0.33,Souassi,SOUASSI,1881 Martel (1965),38.3,Zlass,40.3
TN316453,Jedidine,M'Saken,Sousse,10.85,Zlass,ZLASS,1881 Martel (1965),39.6,Souassi,41.6
TN316467,Messadine,M'Saken,Sousse,5.69,Souassi,SOUASSI,1881 Martel (1965),42.1,Zlass,42.1
TN316457,Mneaema,M'Saken,Sousse,22.63,Souassi,SOUASSI,1881 Martel (1965),36.1,Zlass,37.1
TN316456,Mouredine,M'Saken,Sousse,27.88,Zlass,ZLASS,1881 Martel (1965),34.7,Souassi,43.7
TN316466,Nejajra,M'Saken,Sousse,14.59,Souassi,SOUASSI,1881 Martel (1965),34.5,Zlass,40.4
TN315854,Ech-Chouicha,Sidi Bou Ali,Sousse,17.39,Ouled Saïd,OLED SAID,1881 Martel (1965),18.7,Souassi,20.5
TN315853,Essed Nord (Essateh),Sidi Bou Ali,Sousse,16.24,Ouled Saïd,OLED SAID,1881 Martel (1965),22.5,Souassi,24.7
TN315852,Essed Sud,Sidi Bou Ali,Sousse,13.71,Ouled Saïd,OLED SAID,1881 Martel (1965),24.6,Souassi,26.5
TN315857,Mehadhba,Sidi Bou Ali,Sousse,25.02,Ouled Saïd,OLED SAID,1881 Martel (1965),21.9,Souassi,24.9
TN315856,Menzel El Mahatta,Sidi Bou Ali,Sousse,28.09,Ouled Saïd,OLED SAID,1881 Martel (1965),14.6,Souassi,17.1
TN315855,Ouriemma,Sidi Bou Ali,Sousse,8.09,Ouled Saïd,OLED SAID,1881 Martel (1965),27.3,Souassi,29.5
TN315851,Sidi Bou Ali,Sidi Bou Ali,Sousse,20.98,Ouled Saïd,OLED SAID,1881 Martel (1965),26.6,Souassi,29.5
TN316356,Kroussia Centrale,Sidi El Heni,Sousse,50.44,Zlass,ZLASS,1881 Martel (1965),19.3,Souassi,38.4
TN316355,Kroussia Ouest,Sidi El Heni,Sousse,97.77,Zlass,ZLASS,1881 Martel (1965),11.0,Souassi,34.6
TN316354,Ouled Ali Belhani,Sidi El Heni,Sousse,27.91,Zlass,ZLASS,1881 Martel (1965),22.4,Oulad Amer,37.5
TN316351,Sidi El Heni Centre,Sidi El Heni,Sousse,19.2,Zlass,ZLASS,1881 Martel (1965),17.3,Oulad Amer,37.4
TN316352,Sidi El Heni Ouest,Sidi El Heni,Sousse,18.62,Zlass,ZLASS,1881 Martel (1965),14.0,Oulad Amer,38.3
TN316353,Sidi El Heni Sud,Sidi El Heni,Sousse,106.98,Zlass,ZLASS,1881 Martel (1965),25.0,Oulad Amer,29.7
TN315354,Bou Hassina,Sousse Jaouhara,Sousse,2.89,Zlass,ZLASS,1881 Martel (1965),42.6,Ouled Saïd,45.6
TN315352,Hached,Sousse Jaouhara,Sousse,2.07,Zlass,ZLASS,1881 Martel (1965),43.5,Ouled Saïd,45.5
TN315353,Hedi Chaker,Sousse Jaouhara,Sousse,2.3,Zlass,ZLASS,1881 Martel (1965),43.5,Ouled Saïd,46.7
TN315355,Mohamed El Karoui,Sousse Jaouhara,Sousse,0.87,Zlass,ZLASS,1881 Martel (1965),44.1,Ouled Saïd,45.6
TN315351,Oued Blibane,Sousse Jaouhara,Sousse,2.4,Zlass,ZLASS,1881 Martel (1965),42.4,Ouled Saïd,43.5
TN315356,Sahloul,Sousse Jaouhara,Sousse,3.33,Zlass,ZLASS,1881 Martel (1965),41.9,Ouled Saïd,43.8
TN315153,Ali Belhouan,Sousse Médina,Sousse,1.06,Zlass,ZLASS,1881 Martel (1965),45.7,Souassi,47.6
TN315151,Bou Jaafer,Sousse Médina,Sousse,1.28,Zlass,ZLASS,1881 Martel (1965),44.6,Ouled Saïd,45.5
TN315152,El Medina,Sousse Médina,Sousse,0.43,Zlass,ZLASS,1881 Martel (1965),45.2,Ouled Saïd,47.2
TN315155,Khezama,Sousse Médina,Sousse,2.77,Zlass,ZLASS,1881 Martel (1965),43.3,Ouled Saïd,43.4
TN315154,Mohamed Maarouf,Sousse Médina,Sousse,1.13,Zlass,ZLASS,1881 Martel (1965),45.9,Ouled Saïd,47.4
TN315255,Cite Er-Riadh,Sousse Riadh,Sousse,2.2,Zlass,ZLASS,1881 Martel (1965),41.1,Souassi,45.9
TN315256,El Ahd El Jadid,Sousse Riadh,Sousse,4.18,Zlass,ZLASS,1881 Martel (1965),41.3,Ouled Saïd,45.2
