adm4_pcode,imada,delegation,gouvernorat,area_sqkm,tribe,label_as_printed,source,distance_km,runner_up,runner_up_km
TN225251,El Ferdous,Jendouba Nord,Jendouba,20.81,Hakim,Hakim,1853 Pellissier,5.7,Ouchtata,16.1
TN225252,El Hedi Ben Hassine,Jendouba Nord,Jendouba,5.39,Hakim,Hakim,1853 Pellissier,8.5,Djendouba,14.3
TN225254,El Khadhra,Jendouba Nord,Jendouba,31.49,Hakim,Hakim,1853 Pellissier,2.4,Ouchtata,15.3
TN225255,Es-Souani,Jendouba Nord,Jendouba,38.88,Hakim,Hakim,1853 Pellissier,8.4,Ouchtata,10.8
TN225253,Ezzouhour,Jendouba Nord,Jendouba,34.11,Djendouba,Djendouba,1853 Pellissier,11.1,Ouled bou Salem,11.6
TN225260,Souk Djemaa,Jendouba Nord,Jendouba,24.62,Ouchtata,OUCHTATA,1881 Martel (1965),6.0,Ouled Soltan,7.7
TN225257,Zatfoura,Jendouba Nord,Jendouba,36.1,Ouled Soltan,O. Soltan,1881 Lasailly,9.5,Ghezoran,10.7
TN225159,Ain Karima,Jendouba Sud,Jendouba,25.53,Djendouba,Djendouba,1853 Pellissier,8.4,Ouled bou Salem,13.5
TN225158,El Aitha,Jendouba Sud,Jendouba,16.09,Djendouba,Djendouba,1853 Pellissier,5.4,Ouled bou Salem,10.5
TN225162,El Azima,Jendouba Sud,Jendouba,20.71,Djendouba,Djendouba,1853 Pellissier,6.8,Ouled bou Salem,7.9
TN225155,El Malga,Jendouba Sud,Jendouba,32.11,Djendouba,Djendouba,1853 Pellissier,8.7,Hakim,11.8
TN225161,El-Jerif,Jendouba Sud,Jendouba,38.53,Hakim,Hakim,1853 Pellissier,3.3,Ouchtata,18.9
TN225153,En-Nour,Jendouba Sud,Jendouba,0.92,Hakim,Hakim,1853 Pellissier,8.8,Djendouba,12.5
TN225154,Es-Saada,Jendouba Sud,Jendouba,37.78,Hakim,Hakim,1853 Pellissier,4.7,Djendouba,15.8
TN225156,Ettataouer,Jendouba Sud,Jendouba,16.34,Hakim,Hakim,1853 Pellissier,8.4,Djendouba,11.6
TN225151,Ezzeghaida,Jendouba Sud,Jendouba,1.81,Hakim,Hakim,1853 Pellissier,7.4,Djendouba,13.8
TN225152,Jendouba Sud,Jendouba Sud,Jendouba,2.2,Hakim,Hakim,1853 Pellissier,7.6,Djendouba,13.0
TN225160,Maalla,Jendouba Sud,Jendouba,34.03,Hakim,Hakim,1853 Pellissier,9.7,Djendouba,13.8
TN225157,Souk Es-Sebt,Jendouba Sud,Jendouba,28.23,Djendouba,Djendouba,1853 Pellissier,3.2,Ouled bou Salem,8.4
TN225853,Dkhailia,Oued Mliz,Jendouba,43.31,Ouchtata,OUCHTATA,1881 Martel (1965),3.1,Ouled Sdira,8.1
TN225854,Hakim Nord,Oued Mliz,Jendouba,21.92,Hakim,Hakim,1853 Pellissier,6.8,Ouchtata,10.1
TN225855,Hakim Sud,Oued Mliz,Jendouba,58.32,Hakim,Hakim,1853 Pellissier,7.0,Ouchtata,13.2
TN225851,Oued Meliz Est,Oued Mliz,Jendouba,41.75,Ouled Sdira,Oulad Sedira,1853 Pellissier,8.3,Ouchtata,10.5
TN225852,Oued Meliz Ouest,Oued Mliz,Jendouba,33.06,Ouled Sdira,Oulad Sedira,1853 Pellissier,4.7,Ouchtata,11.7
TN225458,Ain Es-Snoussi,Tabarka,Jendouba,59.29,Nefza,Nefza,1853 Pellissier,5.5,Chehida,7.2
TN225455,Ain Es-Sobh,Tabarka,Jendouba,69.65,Mekena,Mekena,1881 Lasailly,4.8,Nefza,10.5
TN225453,El Hamdia,Tabarka,Jendouba,31.07,Kroumirs,Kroumirs,1881 Lasailly,6.7,Nefza,9.8
TN225454,El Hammam,Tabarka,Jendouba,48.96,Kroumirs,Kroumirs,1881 Lasailly,2.4,Nefza,3.9
TN225457,Melloula,Tabarka,Jendouba,39.3,Beni Mtir,Beni Mazer,1881 Lasailly,11.0,Kroumirs,15.0
TN225456,Nadhour,Tabarka,Jendouba,63.7,Nefza,Nefza,1853 Pellissier,4.8,Kroumirs,9.4
TN225452,Raihane,Tabarka,Jendouba,50.02,Kroumirs,Kroumirs,1881 Lasailly,7.8,Beni Mtir,8.5
TN225451,Tabarka,Tabarka,Jendouba,14.36,Kroumirs,Kroumirs,1881 Lasailly,11.2,Beni Mtir,13.7
TN415751,El Alaa,Alaa,Kairouan,23.68,Zlass,Zlaas,1881 Lasailly,14.7,Ouled Aoun,47.3
TN415753,El Guettar,Alaa,Kairouan,19.38,Zlass,Zlaas,1881 Lasailly,8.3,Ouled Aoun,46.1
TN415752,El Messaid,Alaa,Kairouan,49.34,Zlass,Zlaas,1881 Lasailly,11.7,Ouled Aoun,35.9
TN415754,Messiouta El Hanachir,Alaa,Kairouan,33.77,Zlass,Zlaas,1881 Lasailly,5.5,Ouled Aoun,40.2
TN415755,Messiouta Ennaguaz,Alaa,Kairouan,43.08,Zlass,Zlaas,1881 Lasailly,4.7,Ouled Aoun,43.8
TN415758,Ouled Amor,Alaa,Kairouan,25.33,Zlass,Zlaas,1881 Lasailly,10.4,Ouled Aoun,40.7
TN415756,Sayada Nord,Alaa,Kairouan,60.01,Zlass,Zlaas,1881 Lasailly,10.3,Ouled Ayar,38.4
TN415757,Sayada Sud,Alaa,Kairouan,52.84,Zlass,Zlaas,1881 Lasailly,3.6,Mejers,41.3
TN415759,Tarza Nord,Alaa,Kairouan,53.87,Zlass,Zlaas,1881 Lasailly,14.3,Mejers,49.6
TN416162,Bir Bousari,Bouhajla,Kairouan,36.78,Zlass,Djelas Senrassin,1853 Pellissier,17.4,Oulad Khalifa,19.3
TN416160,Bir Msikine,Bouhajla,Kairouan,40.82,Zlass,Djelas Senrassin,1853 Pellissier,6.3,Oulad Khalifa,18.0
TN416151,Bouhajla Centre,Bouhajla,Kairouan,32.18,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,12.3,Zlass,13.1
TN416152,Bouhajla El Ahouez,Bouhajla,Kairouan,33.07,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,13.9,Zlass,15.0
TN416163,Cheraitia Nord,Bouhajla,Kairouan,71.58,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,5.6,M'Talith,20.1
TN416164,Chouamekh,Bouhajla,Kairouan,34.64,Zlass,Djelas Senrassin,1853 Pellissier,7.5,Oulad Khalifa,20.4
TN416157,El Fatah,Bouhajla,Kairouan,56.3,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,10.7,Zlass,14.4
TN416155,El Ketitir,Bouhajla,Kairouan,48.84,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,4.0,M'Talith,19.8
TN416161,El Mouisset,Bouhajla,Kairouan,37.21,Zlass,Djelas Senrassin,1853 Pellissier,13.6,Oulad Khalifa,19.0
TN416159,Ennasr,Bouhajla,Kairouan,111.54,Zlass,Djelas Senrassin,1853 Pellissier,8.3,Oulad Khalifa,20.8
TN416154,Jehina Nord,Bouhajla,Kairouan,45.24,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,14.9,Zlass,22.9
TN416153,Jehina Sud,Bouhajla,Kairouan,29.94,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,9.7,Zlass,23.6
TN416156,Ouled Achour,Bouhajla,Kairouan,55.35,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,5.6,M'Talith,14.9
TN416158,Ouled Fardjallah Nord,Bouhajla,Kairouan,55.98,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,6.3,M'Talith,11.4
TN415355,Abida,Chebika,Kairouan,73.15,Zlass,Djelas Senrassin,1853 Pellissier,8.4,Oulad Khalifa,32.2
TN415351,Echbika,Chebika,Kairouan,85.41,Zlass,Djelas Senrassin,1853 Pellissier,18.5,Oulad Khalifa,40.9
TN415353,El Aouamria,Chebika,Kairouan,25.77,Zlass,Djelas Senrassin,1853 Pellissier,19.1,Oulad Khalifa,43.3
TN415358,El Karma,Chebika,Kairouan,68.85,Zlass,Djelas Senrassin,1853 Pellissier,21.7,Oulad Khalifa,38.1
TN415354,Errouisset,Chebika,Kairouan,119.43,Zlass,Djelas,1853 Pellissier,10.5,Souassi,42.6
TN415357,Hammed,Chebika,Kairouan,44.8,Zlass,Djelas Senrassin,1853 Pellissier,14.1,Oulad Khalifa,31.9
TN415352,Jaouaouda,Chebika,Kairouan,64.9,Zlass,Djelas,1853 Pellissier,15.5,Oulad Khalifa,47.0
TN415356,Sidi Ali Ben Salem,Chebika,Kairouan,30.32,Zlass,Djelas Senrassin,1853 Pellissier,16.3,Oulad Khalifa,36.9
TN416052,Bir El Helou,Chrarda,Kairouan,63.15,Ouled Redouan,Redouan,1853 Pellissier,10.2,M'Talith,18.1
TN416054,Cheraitia Sud,Chrarda,Kairouan,72.84,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,13.2,Ouled Redouan,16.8
TN416051,Echrarda,Chrarda,Kairouan,74.47,Ouled Redouan,Redouan,1853 Pellissier,9.9,Ouled el Goussem,22.9
TN416055,El Ksour,Chrarda,Kairouan,65.83,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,13.3,Ouled Redouan,23.6
TN416053,Ouled Farjallah Sud,Chrarda,Kairouan,53.61,M'Talith,Methelith,1853 Pellissier,8.3,Oulad Khalifa,14.6
TN415656,Cherichira,Haffouz,Kairouan,120.6,Zlass,Djelas,1853 Pellissier,11.6,Ouled Aoun,50.0
TN415654,El Ain El Beidha,Haffouz,Kairouan,74.98,Zlass,Zlaas,1881 Lasailly,28.8,Oulad Khalifa,43.1
TN415655,El Houfia,Haffouz,Kairouan,95.06,Zlass,Djelas,1853 Pellissier,19.3,Oulad Khalifa,47.9
TN415651,Hafouz Centre,Haffouz,Kairouan,27.09,Zlass,Djelas,1853 Pellissier,20.6,Ouled Aoun,50.0
TN415652,Khit El Oued,Haffouz,Kairouan,103.7,Zlass,Djelas,1853 Pellissier,17.8,Ouled Aoun,39.5
TN415653,Oued El Jabbes,Haffouz,Kairouan,57.06,Zlass,Zlaas,1881 Lasailly,19.9,Ouled Aoun,48.8
TN415658,Ouled Khalfallah,Haffouz,Kairouan,55.27,Zlass,Djelas Senrassin,1853 Pellissier,24.8,Oulad Khalifa,38.8
TN415657,Traza Sud,Haffouz,Kairouan,77.55,Zlass,Zlaas,1881 Lasailly,20.4,Oulad Khalifa,51.5
TN415852,Ahouaz El Hajeb,Hajeb El Ayoun,Kairouan,46.05,Zlass,Zlaas,1881 Lasailly,30.8,Mejers,37.4
TN415853,Chaouachi,Hajeb El Ayoun,Kairouan,87.59,Zlass,Zlaas,1881 Lasailly,12.5,Mejers,43.7
TN415857,El Ghouiba,Hajeb El Ayoun,Kairouan,37.42,Zlass,Zlaas,1881 Lasailly,30.1,Mejers,42.3
TN415856,El Hadaya,Hajeb El Ayoun,Kairouan,106.5,Zlass,Zlaas,1881 Lasailly,28.1,Oulad Khalifa,45.9
TN415851,El Hajeb Centre,Hajeb El Ayoun,Kairouan,14.17,Zlass,Zlaas,1881 Lasailly,25.8,Mejers,38.9
TN415855,El Kantra,Hajeb El Ayoun,Kairouan,39.16,Zlass,Zlaas,1881 Lasailly,19.9,Mejers,38.5
TN415859,Errehima,Hajeb El Ayoun,Kairouan,52.26,Zlass,Zlaas,1881 Lasailly,23.9,Oulad Khalifa,48.6
TN415854,Esserja,Hajeb El Ayoun,Kairouan,50.9,Zlass,Zlaas,1881 Lasailly,8.8,Mejers,39.0
TN415858,Oued El Hajel,Hajeb El Ayoun,Kairouan,148.89,Zlass,Zlaas,1881 Lasailly,38.2,Oulad Khalifa,44.0
TN415158,Al Aghalba,Kairouan Nord,Kairouan,1.18,Zlass,ZLASS,1881 Martel (1965),15.7,Oulad Amer,40.9
TN415151,Al Ansar,Kairouan Nord,Kairouan,0.11,Zlass,ZLASS,1881 Martel (1965),14.8,Oulad Amer,40.2
TN415160,Dheraa Ettammar,Kairouan Nord,Kairouan,54.0,Zlass,ZLASS,1881 Martel (1965),7.7,Souassi,37.4
TN415162,El Ghabet,Kairouan Nord,Kairouan,44.98,Zlass,ZLASS,1881 Martel (1965),9.7,Souassi,39.1
TN415152,El Jemaa Nord,Kairouan Nord,Kairouan,1.47,Zlass,ZLASS,1881 Martel (1965),13.3,Oulad Amer,40.8
TN415153,El Jemaa Sud,Kairouan Nord,Kairouan,1.17,Zlass,ZLASS,1881 Martel (1965),14.1,Oulad Amer,40.1
TN415157,El Menchia,Kairouan Nord,Kairouan,1.17,Zlass,ZLASS,1881 Martel (1965),15.0,Oulad Amer,41.6
TN415159,Elbaten,Kairouan Nord,Kairouan,110.09,Zlass,ZLASS,1881 Martel (1965),12.6,Souassi,39.6
TN415155,Jeblia Nord,Kairouan Nord,Kairouan,5.09,Zlass,ZLASS,1881 Martel (1965),13.5,Oulad Amer,42.2
TN415156,Jeblia Sud,Kairouan Nord,Kairouan,0.35,Zlass,ZLASS,1881 Martel (1965),15.0,Oulad Amer,40.5
TN415154,Kebilia Nord,Kairouan Nord,Kairouan,0.78,Zlass,ZLASS,1881 Martel (1965),15.4,Oulad Amer,40.0
TN415161,Metbasta,Kairouan Nord,Kairouan,30.46,Zlass,ZLASS,1881 Martel (1965),3.2,Souassi,32.9
TN415265,Beriket El Argoub,Kairouan Sud,Kairouan,19.82,Zlass,Djelas Senrassin,1853 Pellissier,13.8,Oulad Khalifa,26.6
TN415264,El Hammam,Kairouan Sud,Kairouan,37.13,Zlass,Djelas Senrassin,1853 Pellissier,6.2,Oulad Khalifa,26.3
TN415263,El Khadra,Kairouan Sud,Kairouan,22.51,Zlass,Djelas Senrassin,1853 Pellissier,8.7,Oulad Khalifa,24.1
TN415260,El Makhsouma,Kairouan Sud,Kairouan,42.42,Zlass,Djelas Senrassin,1853 Pellissier,15.5,Oulad Amer,25.4
TN415261,El Nebech,Kairouan Sud,Kairouan,44.64,Zlass,Djelas Senrassin,1853 Pellissier,14.1,Oulad Amer,19.5
TN415251,Elmansoura Nord,Kairouan Sud,Kairouan,2.64,Zlass,Djelas Senrassin,1853 Pellissier,16.7,Oulad Amer,39.6
TN415252,Elmansoura Sud,Kairouan Sud,Kairouan,2.06,Zlass,Djelas Senrassin,1853 Pellissier,16.3,Oulad Amer,38.6
TN415257,Ettaen,Kairouan Sud,Kairouan,4.25,Zlass,ZLASS,1881 Martel (1965),16.2,Oulad Amer,37.9
TN415253,Keblia Sud,Kairouan Sud,Kairouan,2.74,Zlass,ZLASS,1881 Martel (1965),16.5,Oulad Amer,38.5
TN415259,Khazazia,Kairouan Sud,Kairouan,42.93,Zlass,Djelas Senrassin,1853 Pellissier,19.5,Oulad Amer,28.7
TN415254,Merguellil,Kairouan Sud,Kairouan,46.89,Zlass,Djelas Senrassin,1853 Pellissier,15.4,Oulad Khalifa,39.5
TN415258,Ouled Nhar,Kairouan Sud,Kairouan,50.73,Zlass,ZLASS,1881 Martel (1965),19.1,Oulad Amer,32.1
TN415255,Rakada,Kairouan Sud,Kairouan,28.94,Zlass,Djelas Senrassin,1853 Pellissier,11.9,Oulad Khalifa,35.7
TN415262,Zaafrana,Kairouan Sud,Kairouan,113.57,Zlass,Djelas Senrassin,1853 Pellissier,6.3,Oulad Khalifa,28.5
TN415256,Zroud,Kairouan Sud,Kairouan,57.74,Zlass,ZLASS,1881 Martel (1965),16.1,Oulad Amer,36.0
TN415958,El Briket,Nasrallah,Kairouan,57.32,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,18.8,Ouled Redouan,26.5
TN415954,El Fejij,Nasrallah,Kairouan,114.21,Zlass,Djelas Senrassin,1853 Pellissier,22.8,Oulad Khalifa,27.4
TN415953,El Hmidet,Nasrallah,Kairouan,34.95,Zlass,Djelas Senrassin,1853 Pellissier,18.6,Oulad Khalifa,31.4
TN415957,El Kabbara,Nasrallah,Kairouan,62.74,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,33.2,Ouled el Goussem,35.2
TN415956,El Manara,Nasrallah,Kairouan,143.13,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,32.0,Zlass,36.9
TN415955,Ettouila,Nasrallah,Kairouan,113.51,Zlass,Djelas Senrassin,1853 Pellissier,31.3,Oulad Khalifa,36.1
TN415952,Nasrallah Banlieue,Nasrallah,Kairouan,133.74,Oulad Khalifa,Oulad Khalifa,1853 Pellissier,22.9,Zlass,32.0
TN415951,Nasrallah Centre,Nasrallah,Kairouan,25.48,Zlass,Djelas Senrassin,1853 Pellissier,26.3,Oulad Khalifa,27.0
TN415559,Ain Djeloula,Oueslatia,Kairouan,95.3,Zlass,Djelas,1853 Pellissier,0.5,Ouled Aoun,42.6
TN415558,Djebel Erreihane,Oueslatia,Kairouan,71.94,Zlass,Djelas,1853 Pellissier,13.2,Ouled Aoun,33.7
TN415555,Djebel Essarj,Oueslatia,Kairouan,91.76,Ouled Aoun,O. Aoun,1881 Lasailly,19.3,Zlass,24.0
TN415557,Djebel Oouestat,Oueslatia,Kairouan,100.44,Zlass,Djelas,1853 Pellissier,6.5,Ouled Aoun,39.3
TN415561,El Behair,Oueslatia,Kairouan,75.04,Ouled Aoun,OLED AOUN,1881 Martel (1965),22.6,Zlass,23.9
TN415554,El Menzel,Oueslatia,Kairouan,103.92,Zlass,Zlaas,1881 Lasailly,19.9,Ouled Aoun,32.5
TN415552,El Ooueslatia Est,Oueslatia,Kairouan,11.27,Zlass,Djelas,1853 Pellissier,19.0,Ouled Aoun,25.9
TN415553,El Ooueslatia Ouest,Oueslatia,Kairouan,0.69,Zlass,Djelas,1853 Pellissier,20.6,Ouled Aoun,25.1
TN415551,Maarouf,Oueslatia,Kairouan,103.99,Ouled Aoun,O. Aoun,1881 Lasailly,21.6,Zlass,25.2
TN415560,Oued El Ksab,Oueslatia,Kairouan,81.79,Ouled Aoun,O. Aoun,1881 Lasailly,26.6,Zlass,29.4
TN415556,Zaghdoud,Oueslatia,Kairouan,176.33,Zlass,Djelas,1853 Pellissier,15.3,Ouled Aoun,28.2
TN415452,Ain Bou Morra,Sbikha,Kairouan,32.24,Zlass,Djelas,1853 Pellissier,22.9,Souassi,26.1
TN415463,Chogafia,Sbikha,Kairouan,90.4,Zlass,Djelas,1853 Pellissier,13.0,Souassi,36.4
TN415462,Ech-Chorfa,Sbikha,Kairouan,85.44,Zlass,Djelas,1853 Pellissier,10.0,Souassi,37.7
TN415455,Ed-Dekhila,Sbikha,Kairouan,91.69,Zlass,ZLASS,1881 Martel (1965),15.2,Souassi,30.4
TN415456,Ed-Dheriaat,Sbikha,Kairouan,106.95,Souassi,Souassi,1881 Lasailly,13.2,Ouled Saïd,17.9
TN415458,El Alam,Sbikha,Kairouan,144.09,Zlass,ZLASS,1881 Martel (1965),8.4,Souassi,24.4
TN415460,El Aouitha,Sbikha,Kairouan,52.99,Souassi,Souassi,1881 Lasailly,8.6,Ouled Saïd,10.4
TN415453,El Friouet,Sbikha,Kairouan,53.14,Souassi,Souassi,1881 Lasailly,21.3,Zlass,25.7
TN415457,El Gfi,Sbikha,Kairouan,64.75,Souassi,Souassi,1881 Lasailly,1.8,Ouled Saïd,6.2
TN415459,El Katifa,Sbikha,Kairouan,57.3,Zlass,ZLASS,1881 Martel (1965),12.9,Souassi,18.2
TN415465,Oued El Khraouia,Sbikha,Kairouan,33.39,Souassi,Souassi,1881 Lasailly,9.1,Ouled Saïd,14.4
TN415451,Sbikha Centre,Sbikha,Kairouan,24.45,Zlass,ZLASS,1881 Martel (1965),20.0,Souassi,20.8
TN415464,Serdiania,Sbikha,Kairouan,51.62,Zlass,Djelas,1853 Pellissier,20.4,Souassi,27.1
TN415454,Sidi Messaoud,Sbikha,Kairouan,116.15,Zlass,Djelas,1853 Pellissier,25.0,Souassi,29.2
TN415461,Sisseb,Sbikha,Kairouan,53.61,Souassi,Souassi,1881 Lasailly,9.6,Ouled Saïd,13.3
TN425856,Ain Esselsela,Ayoun,Kassérine,58.33,Mejers,Mejers,1881 Lasailly,15.8,Ouled Ayar,28.4
TN425851,El Ayoun,Ayoun,Kassérine,70.45,Mejers,Mejers,1881 Lasailly,10.2,Zeghalma,30.6
TN425854,El Baouajer,Ayoun,Kassérine,69.23,Mejers,Mejers,1881 Lasailly,5.6,Zeghalma,25.7
TN425853,El Brek,Ayoun,Kassérine,41.31,Mejers,Mejers,1881 Lasailly,16.1,Frechiche,32.3
TN425852,El Grine,Ayoun,Kassérine,56.16,Mejers,Mejers,1881 Lasailly,22.8,Frechiche,31.5
TN425855,Tiwicha,Ayoun,Kassérine,116.09,Mejers,Mejers,1881 Lasailly,19.8,Ouartan,37.9
TN425351,Ezzouhour Est (1),Ezzouhour,Kassérine,0.28,Frechiche,FRAICHICH,1881 Martel (1965),26.9,Mejers,31.4
TN425352,Ezzouhour Est (2),Ezzouhour,Kassérine,0.52,Frechiche,FRAICHICH,1881 Martel (1965),27.5,Mejers,31.6
TN425353,Ezzouhour Ouest (1),Ezzouhour,Kassérine,0.16,Frechiche,FRAICHICH,1881 Martel (1965),27.0,Mejers,31.8
TN425354,Ezzouhour Ouest (2),Ezzouhour,Kassérine,0.58,Frechiche,FRAICHICH,1881 Martel (1965),27.2,Mejers,32.1
TN425355,Ezzouhour Ouest (3),Ezzouhour,Kassérine,0.75,Frechiche,FRAICHICH,1881 Martel (1965),26.4,Mejers,32.5
TN425356,Ezzouhour Ouest (4),Ezzouhour,Kassérine,0.89,Frechiche,FRAICHICH,1881 Martel (1965),25.5,Mejers,32.9
TN426262,Abdeladhim,Feriana,Kassérine,119.67,Frechiche,FRAICHICH,1881 Martel (1965),2.5,Mejers,51.4
TN426258,Bouchebka,Feriana,Kassérine,128.56,Frechiche,Frachiche Ouazaz,1853 Pellissier,5.9,Ouled Sidi Abid,50.6
TN426260,Bouhaya,Feriana,Kassérine,76.37,Frechiche,FRAICHICH,1881 Martel (1965),11.3,Mejers,55.9
TN426253,El Ahouach,Feriana,Kassérine,63.77,Frechiche,Frachiche Ouazaz,1853 Pellissier,28.6,Hammama,48.4
TN426255,El Araar,Feriana,Kassérine,81.81,Frechiche,Frachiche Ouazaz,1853 Pellissier,27.9,Ouled Sidi Abid,54.8
TN426252,El Erg,Feriana,Kassérine,52.85,Frechiche,Frachiche Ouazaz,1853 Pellissier,31.9,Hammama,43.1
TN426254,Es-Skhirat,Feriana,Kassérine,112.17,Frechiche,Frachiche Ouazaz,1853 Pellissier,33.8,Ouled Sidi Abid,55.8
TN426251,Feriana,Feriana,Kassérine,11.35,Frechiche,Frachiche Ouazaz,1853 Pellissier,26.1,Hammama,48.1
TN426257,Garet En-Naam,Feriana,Kassérine,120.21,Frechiche,Frachiche Ouazaz,1853 Pellissier,16.4,Hammama,57.7
TN426256,Hanachi,Feriana,Kassérine,92.89,Frechiche,Frachiche Ouazaz,1853 Pellissier,25.7,Hammama,54.9
TN426259,Om Ali,Feriana,Kassérine,127.69,Frechiche,Frachiche Ouazaz,1853 Pellissier,14.3,Ouled Sidi Abid,49.2
TN426261,Telept,Feriana,Kassérine,18.64,Frechiche,Frachiche Ouazaz,1853 Pellissier,23.8,Hammama,50.0
TN426156,Afrane,Foussana,Kassérine,104.2,Frechiche,Frechiche,1881 Lasailly,8.8,Zeghalma,37.0
TN426162,Ain El Jinene,Foussana,Kassérine,71.6,Frechiche,Frachiche Oulad Ali,1853 Pellissier,15.1,Ouled Sidi Abid,40.9
TN426161,Bouderiass,Foussana,Kassérine,81.09,Frechiche,FRAICHICH,1881 Martel (1965),8.0,Ouled Sidi Abid,49.5
TN426158,El Aadhira,Foussana,Kassérine,65.31,Frechiche,Frachiche Oulad Ali,1853 Pellissier,7.0,Mejers,43.0
TN426160,El Brika,Foussana,Kassérine,78.93,Frechiche,FRAICHICH,1881 Martel (1965),11.4,Mejers,42.6
TN426159,El Hazza,Foussana,Kassérine,102.65,Frechiche,Frachiche Oulad Ali,1853 Pellissier,10.7,Ouled Sidi Abid,43.4
TN426157,El Meziraa,Foussana,Kassérine,72.15,Frechiche,FRAICHICH,1881 Martel (1965),11.3,Mejers,38.8
TN426163,Er-Rtibet,Foussana,Kassérine,29.76,Frechiche,Frachiche Oulad Ali,1853 Pellissier,18.4,Mejers,24.8
TN426151,Foussana,Foussana,Kassérine,21.96,Frechiche,Frachiche Oulad Ali,1853 Pellissier,11.0,Mejers,33.0
TN426152,Foussana Lahouaz,Foussana,Kassérine,81.5,Frechiche,Frachiche Oulad Ali,1853 Pellissier,15.7,Mejers,30.5
TN426153,Khmouda Nord,Foussana,Kassérine,53.07,Frechiche,FRAICHICH,1881 Martel (1965),20.0,Mejers,32.8
TN426154,Khmouda Sud,Foussana,Kassérine,52.12,Frechiche,Frachiche Oulad Ali,1853 Pellissier,25.4,Mejers,29.3
TN426155,Ouled Mahfoudh,Foussana,Kassérine,98.78,Frechiche,Frachiche Oulad Ali,1853 Pellissier,6.2,Mejers,36.3
TN425452,El Hechim,Hassi El Ferid,Kassérine,150.16,Hammama,Hammama,1881 Lasailly,36.1,Mejers,37.2
TN425455,El Kamour,Hassi El Ferid,Kassérine,341.26,Hammama,HAMAMA,1881 Martel (1965),27.7,Frechiche,45.7
TN425454,Essalloum,Hassi El Ferid,Kassérine,85.04,Mejers,Madjer,1853 Pellissier,28.6,Frechiche,42.2
TN425451,Hassi El Ferid,Hassi El Ferid,Kassérine,257.83,Hammama,HAMAMA,1881 Martel (1965),33.4,Mejers,45.1
TN425453,Khanguet Jezia,Hassi El Ferid,Kassérine,134.83,Mejers,Madjer,1853 Pellissier,28.0,Hammama,34.5
TN426056,Ain Eddefla,Hidra,Kassérine,25.33,Frechiche,Frechiche,1881 Lasailly,16.2,Mejers,19.5
TN426053,El Mekimen,Hidra,Kassérine,97.16,Zeghalma,Zeralma,1853 Pellissier,16.1,Frechiche,16.7
TN426055,Es-Sray,Hidra,Kassérine,71.85,Frechiche,Frechiche,1881 Lasailly,11.3,Zeghalma,22.7
TN426051,Hidra,Hidra,Kassérine,106.85,Frechiche,Frechiche,1881 Lasailly,8.7,Zeghalma,24.7
TN426054,Lajrad,Hidra,Kassérine,120.72,Frechiche,Frechiche,1881 Lasailly,8.0,Mejers,27.3
TN426052,T'Baga,Hidra,Kassérine,74.13,Frechiche,Frechiche,1881 Lasailly,3.3,Zeghalma,29.1
TN425753,Ain El Hamadna,Jedeliane,Kassérine,44.53,Mejers,MADJER,1881 Martel (1965),5.7,Ouartan,17.2
TN425755,Ain Oum El Jedour,Jedeliane,Kassérine,62.86,Mejers,Mejers,1881 Lasailly,13.0,Ouled Ayar,21.8
TN425751,Djedliane,Jedeliane,Kassérine,46.87,Mejers,Mejers,1881 Lasailly,22.7,Ouled Ayar,26.5
TN425752,Fej Terbah,Jedeliane,Kassérine,85.58,Ouled Ayar,OLED AYAR,1881 Martel (1965),15.0,Mejers,15.1
TN425754,Mehrza,Jedeliane,Kassérine,35.25,Mejers,Mejers,1881 Lasailly,3.9,Ouartan,21.8
TN425156,Boulaaba,Kasserine Nord,Kassérine,45.45,Frechiche,FRAICHICH,1881 Martel (1965),17.2,Mejers,37.2
TN425155,El Arich,Kasserine Nord,Kassérine,41.4,Frechiche,FRAICHICH,1881 Martel (1965),24.0,Mejers,31.3
TN425153,El Bassatine,Kasserine Nord,Kassérine,2.97,Frechiche,FRAICHICH,1881 Martel (1965),27.0,Mejers,30.5
TN425154,El Khadhra,Kasserine Nord,Kassérine,3.38,Frechiche,FRAICHICH,1881 Martel (1965),24.7,Mejers,33.1
TN425151,Ennour Est,Kasserine Nord,Kassérine,2.74,Frechiche,FRAICHICH,1881 Martel (1965),28.4,Mejers,29.6
TN425152,Ennour Ouest,Kasserine Nord,Kassérine,1.85,Frechiche,FRAICHICH,1881 Martel (1965),28.1,Mejers,30.9
