record_id,title,year,century,confidence,provenance_tier,bbox_west,bbox_east,bbox_north,bbox_south,bbox_source,tunisia_extent_share,orientation,orientation_basis,geometric_class,georef_tier,georef_blockers,scale_class,scan_resolution_class,thematic_layers,n_thematic_layers,content_mappable,inequality_layers,inequality_use,coverage_group,url
btv1b530877105,"Carte frontière du département de Haute-Garonne / par Bartro, capitaine des douanes à Luchon ; dressée d'après Cassini, et les plans du cadastre des communes ; revue par Mr Barrau, docteur en médecine au même lieu ; gravé par Pierre Tardieu",1842,19th c.,unverified,bnf,0.417,4.983,42.933,42.783,unimarc_123,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,admin_boundaries | urban_fabric | economy,3,yes,admin_boundaries | economy | urban_fabric,indirect,medium,https://gallica.bnf.fr/ark:/12148/btv1b530877105
btv1b53087587f,"Théâtre de la guerre en Afrique, comprenant les régences d'Alger, de Tunis, Tripoli et de l'empire du Maroc : avec plans détaillés de la baie et des fortifications de la ville d'Alger et de ses environs, d'après les meilleurs matériaux qu'on a pu se procurer sur ce pays / dressé par Frémin géographe",1842,19th c.,high,bnf,-9.667,32.833,44.800,20.000,unimarc_123,0.029,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,settlements | admin_boundaries | fortifications,3,yes,admin_boundaries | settlements,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53087587f
btv1b101236288,"Colonie du Gabon et du Congo français. Reconnaissances préliminaires pour l'étude des voies de communication entre la côte du Loango et Brazzaville par la vallée du Kouilou-Niari / carte levée par Léon Jacob, 1887-1888 : Feuille no 1",1888,19th c.,unverified,bnf,11.667,15.500,-3.667,-4.667,unimarc_123,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,settlements | coastline_bathymetry | roads,3,yes,roads | settlements,indirect,medium,https://gallica.bnf.fr/ark:/12148/btv1b101236288
btv1b10123629q,"Colonie du Gabon et du Congo français. Reconnaissances préliminaires pour l'étude des voies de communication entre la côte du Loango et Brazzaville par la vallée du Kouilou-Niari / carte levée par Léon Jacob, 1887-1888 : Feuille no 2",1888,19th c.,unverified,bnf,11.667,15.500,-3.667,-4.667,unimarc_123,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,settlements | coastline_bathymetry | roads,3,yes,roads | settlements,indirect,medium,https://gallica.bnf.fr/ark:/12148/btv1b10123629q
btv1b531213174,"Carte de France publiée par le Petit Journal d'après les documents les plus récents, indiquant la division par départements, avec les chemins de fer, les cours d'eau, les routes, les canaux, les uniformes de l'Armée française, les pavillons des différentes nations, les décorations françaises, les monnaies, etc. / Dressée et dessinée... par A. Guibal",1900,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,coastline_bathymetry | roads | railways,3,yes,railways | roads,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b531213174
btv1b85935614,"Atlas des départements français, y compris l'Algérie, la Tunisie, le Maroc, Madagascar et l'Indo-Chine, indiquant les bureaux de poste, les bureaux télégraphiques et téléphoniques et les stations de chemins de fer",1916,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,roads | railways | admin_boundaries,3,yes,admin_boundaries | railways | roads,direct,,https://gallica.bnf.fr/ark:/12148/btv1b85935614
btv1b53121304c,"La Nouvelle France. Corps d'armée, chemins de fer, canaux et rivières, frontières. Cartographie / Ed. Blondel La Rougery",1939,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,hydrology | railways | admin_boundaries,3,yes,admin_boundaries | railways,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53121304c
btv1b532367118,Plan de la coste de Tripoly de Barbarie depuis la ville de Sousse jusqu'au cap Mesurat / Lemoine fecit,,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | coastline_bathymetry | fortifications,3,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b532367118
btv1b8593142d,[Carte manuscrite du cours du Gange depuis la vache de pierre jusqu'à Patna et de ses environs] / [d'Anville],1700,18th c.,low,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | coastline_bathymetry,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b8593142d
btv1b532375843,[Plan de la rade de Bizerte] / fait par Pierre Farraire,1700,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532375843
btv1b8494779k,Aphrodisium demolita a Carolo V Imp.,1700,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,settlements | fortifications,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b8494779k
btv1b53242302q,Golphe de Biserte,1701,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | hydrology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242302q
btv1b52519327v,[Ensemble de documents de travail concernant l'Afrique] / [dressés ou annotés par Guillaume Delisle],1726,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b52519327v
btv1b53009152n,"[Province romaine d'Afrique entre le Sinus Numidicus [Golfe de Collo], Tacape [Gabès], avec l'intérieur jusqu'à Tabudeos [Taïbek-el-Gubbia] / [par Jean-Baptiste d'Anville]",1732,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53009152n
btv1b53237585j,"Carte de la coste depuis Biserte jusque au Cap Bon / donné par Sabatier, pilote amiral de Toulon",1736,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237585j
btv1b59640936,"Carte de la partie de l'Afrique où les Carthaginois ont étendu leur domination dressée pour l'intelligence de l'histoire ancienne de Mr. Rollin ; Les environs de Carthage exprimés plus en détail / par le Sr. d'Anville, Géographe ord[inaire] du Roi ; Bourgoin sculp.",1738,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b59640936
btv1b85953701,Plan de la ville de Tunis et de ses environs / [Bellin],1740,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,settlements | urban_fabric,2,yes,settlements | urban_fabric,direct,,https://gallica.bnf.fr/ark:/12148/btv1b85953701
btv1b53009003n,[Tunisie et partie de l'Algérie entre Tripoli et le Rif] / [par Jean-Baptiste d'Anville],1742,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53009003n
btv1b53237587f,"Plan des forts et du canal de la Goulete / levé géométriquement par M. de Chabert, garde de la Marine",1742,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237587f
btv1b532376240,"Plan du golphe de Tunis depuis le Cap Bon jusqu'au cap Zebibe / levé géométriquement en 1742 par M. de Chabert, garde de la marine",1742,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532376240
btv1b532375860,"Plan du golphe de Tunis depuis le Cap Bon jusques au cap Zebibe / levé géométriquement en 1742 par M. de Chabert, garde de la Marine",1742,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532375860
btv1b53237589b,[Plan des forts et du canal de la Goulete],1743,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237589b
btv1b53237588w,"Plan des forts et du canal de la Goulete / levé géométriquement en 1743 par M. de Chabert, garde de la marine",1743,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237588w
btv1b53237590q,Plan de la Baye de Tunis... / par votre serviteur J.B. Cabut,1750,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237590q
btv1b531431669,"Novissima et accuratissima regnorum et insularum Siciliae, et Sardiniae, hydro-geographica exhibitio : ubi secundum principia perfectionis stereographicae, et secundum statum hodiernum Sicilia, Sardinia, Corsica, Malta et aliis majoribus minoribusque Insulis in hoc tractu maritimo sitis cu[m] adjectis Italicis, Barbaricisque Litoribus ostenduntur [...] / Io. Ant. Rizzi Zannoni",1762,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b531431669
btv1b53237608z,Plan du port de la Calle,1764,18th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237608z
btv1b53237583n,Port Farine,1764,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237583n
btv1b53283008v,"[48 plans légendés de ports, baies et îles de la Méditerranée] / [transmis par le lieutenant de vaisseau D'Ortigues] ; [au dépôt des cartes et plans de la Marine]",1765,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,settlements | coastline_bathymetry,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53283008v
btv1b53171162r,"Carte de la partie de l'Afrique où les Carthaginois ont étendu leur domination dressée pour l'intelligence de l'histoire ancienne de Mr. Rollin / par le Sr. d'Anville, Géographe ord[inaire] du Roi ; Bourgoin sculp.",1782,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,scan resolution low or unknown; no stated scale,unknown,low,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53171162r
btv1b53235505j,Plano de la rada y ciudad de Tripoli en la costa de Berberia ; Golfo de Tunez : conforme al plano de Mr. Bellin / por don Tomas Lopez,1785,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53235505j
btv1b53237625f,"Carte des golfes de Tunis et Hamemet : levée et publiée par ordre du roi / par M. le Marquis de Chabert, chef d'escadre des armes navales",1786,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237625f
btv1b53237592m,[Carte des golfes de Tunis et Hammamet],1787,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237592m
btv1b532422850,Carte des côtes de Barbarie depuis le cap Bugaroni au royaume d'Alger jusqu'à la ville d'Africa ou Mahdia au royaume de Tunis... / par M. le marquis de Chabert...,1787,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,no stated scale,unknown,high,settlements | coastline_bathymetry,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b532422850
btv1b532375413,"Carte des golfes de Tunis et Hammamet : dressée sur les observations et les opérations faites par ordre du roi en 1742,1764 et 1766... / par M. de Chabert, chef d'escadre des armées navales...",1787,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532375413
btv1b53066971w,"[Carte de la partie de l'Afrique romaine située entre la Moulouya et le Golfe de Gabès. 1° lat. =Om, 087 ; 1 ; 1. 425. 000 environ]",1800,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,roads | archaeology,2,yes,roads,direct,,https://gallica.bnf.fr/ark:/12148/btv1b53066971w
btv1b8490711r,[Carte de la partie de l'Afrique romaine située entre la Tafna et le golfe de Gabès. 1 : 2 000 000 environ],1800,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,roads | archaeology,2,yes,roads,direct,,https://gallica.bnf.fr/ark:/12148/btv1b8490711r
btv1b532375932,Carte des golfes de Tunis et Hammamet : dressée d'après des plans levés en 1786,1800,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532375932
btv1b53237594h,Carte des golfes de Tunis et Hammamet : dressée d'après des plans levés en 1786,1800,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,chart,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237594h
btv1b530937785,"Carte des côtes de Barbarie, comprenant les états de Maroc, Fez, Alger, Tunis et Tripoli... ; enrichie des plans des principales places et ports / gravé par E. Collin...",1816,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,coastline_bathymetry | hydrology,2,yes,,none,very_small,https://gallica.bnf.fr/ark:/12148/btv1b530937785
btv1b532375648,"Plan of the coast and neighbourhood of Leptis Magna / by Capitain W.m H.y Smyth, Royal Navy",1816,19th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b532375648
btv1b53237565q,"Plan of the coast and neighbourhood of Leptis Magna / by Captain. W.m H.y Smyth, Royal Navy",1816,19th c.,medium,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53237565q
btv1b84935785,Plan figuratif du Site de l'Antique Nasium et de ses Environs Dessiné a vue d'oeil et sans toisé géométrique par Denis fis (élève en Médecine) en 1817,1817,19th c.,unverified,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,large,high,settlements | archaeology,2,yes,settlements,indirect,large,https://gallica.bnf.fr/ark:/12148/btv1b84935785
btv1b531797029,Carte de la Régence de Tripoli et des principales routes commerciales de l'intérieur de l'Afrique / Prax et Renou ; Delamare (gr),1830,19th c.,unverified,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,roads | economy,2,yes,economy | roads,indirect,very_small,https://gallica.bnf.fr/ark:/12148/btv1b531797029
btv1b8490999s,"Carte des Etats barbaresques comprenant les Régences d'Alger, de Tunis, de Tripoli et de l'Empire de Maroc avec plans détaillés de la ville, des fortifications de la baie et des environs d'Alger pour servir aux opérations de l'Armée française en Afrique / d'après les meilleurs [sic] cartes et les renseignements de plusieurs consuls qui y ont résidés, dressée par Bourgeois, ...",1830,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,settlements | fortifications,2,yes,settlements,indirect,very_small,https://gallica.bnf.fr/ark:/12148/btv1b8490999s
btv1b53036695f,"Esquisse de la restauration de la ville de Carthage : d'après la topographie de Carthage de Mr. Dureau de la Malle, la carte de Mr Falbe et des dessins inédits des 16e, 17e et 18e siècles / par P. A. Dedreux, architecte ; autographié par L. Letronne",1837,19th c.,high,bnf,10.267,10.267,36.900,36.900,unimarc_123,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53036695f
btv1b530352677,"Théâtre de la guerre en Afrique comprenant les régences d'Alger, de Tunis, Tripoli et de l'empire du Maroc : avec plans détaillés de la baie et des fortifications de la ville d'Alger et de ses environs... / dressé par Frémin géographe",1837,19th c.,high,bnf,-12.917,31.250,44.917,22.000,unimarc_123,0.030,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,settlements | fortifications,2,yes,settlements,indirect,very_small,https://gallica.bnf.fr/ark:/12148/btv1b530352677
btv1b53087517j,"Carte géographique, physique et politique des royaumes d'Espagne et de Portugal indiquant toutes les routes principales et la division par provinces : accompagnée d'une partie de l'Afrique, donnant toute l'Algérie depuis le détroit de Gibraltar, jusqu'aux frontières de Tunis / Dressée par Girard et Charlie, géographes ; écrit par Mlle Vicq",1841,19th c.,high,bnf,-9.500,3.317,43.733,36.967,unimarc_123,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,roads | admin_boundaries,2,yes,admin_boundaries | roads,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53087517j
btv1b53087533k,"Carte géographique, physique et politique des royaumes d'Espagne et de Portugal indiquant toutes les routes principales et la division par provinces : accompagnée d'une partie de l'Afrique, donnant toute l'Algérie depuis le détroit de Gibraltar, jusqu'aux frontières de Tunis / Dressée par Girard et Charlie, géographes ; écrit par Mlle Vicq",1841,19th c.,high,bnf,-9.500,3.317,43.733,36.967,unimarc_123,0.000,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,very_small,high,roads | admin_boundaries,2,yes,admin_boundaries | roads,direct,very_small,https://gallica.bnf.fr/ark:/12148/btv1b53087533k
btv1b531930706,"Sondes entre le Cap Malfatano (I. de Sardaigne) et l'île de Tabarque (Côte d'Afrique) : faites d'après les ordres de S. E. M. Théodore Ducos, ministre de la Marine et des Colonies / sous la direction de M. Darondeau, ingénieur hydrographe de la Marine, chargé en chef de la reconnaissance des côtes d'Italie",1854,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | hydrology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b531930706
btv1b53233066w,"Restauration des Aqueducs de Carthage. / Royaume de Tunis ; [par P. Colin, ingénieur civil, chevalier de la Légion d'honneur]",1862,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,hydrology | archaeology,2,yes,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b53233066w
btv1b53158263c,"Sondages fait à bord de l'Eclaireur pour l'établissement d'une ligne télégraphique entre la Calle et Marsala et entre Bizerte et Marsala / par Ch. Ploix, ingénieur hydrographe de la Marine ; assisté de M. Guieysse, élève hydrographe",1864,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | hydrology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53158263c
btv1b53098598z,"Carthage. Kilomètre 1 [=Om06 ; 1 : 16 600 environ] / Dressé par Ph. Caillat, ... 5 juillet 1877 ; Gravé par L. Sonnet",1877,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53098598z
btv1b53098599d,"Carthage. Kilomètre 1 [=Om06 ; 1 : 16 600 environ] / Dressé par Ph. Caillat, ... 5 juillet 1877 ; Gravé par L. Sonnet",1877,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | archaeology,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53098599d
btv1b53021089h,"Carte hydrographique de la Basse-Egypte et d'une partie de l'isthme de Suez, gravée au Dépôt de la guerre en 1855 / d'après les travaux de M. Linant de Bellefonds, revue et complétée en 1882 pour les chemins de fer et le canal de Suez. 1/250 000. (Tirage d'août 1882.)",1882,19th c.,unverified,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,hydrology | railways,2,yes,railways,indirect,medium,https://gallica.bnf.fr/ark:/12148/btv1b53021089h
btv1b53021229s,"Carte hydrographique de la Basse-Égypte et d'une partie de l'isthme de Suez, gravée au Dépôt de la guerre en 1855 / d'après les travaux de M. Linant de Bellefonds, revue et complétée en 1882 pour les chemins de fer et le canal de Suez. 1/250 000. (Tirage de juillet 1882.)",1882,19th c.,unverified,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,hydrology | railways,2,yes,railways,indirect,medium,https://gallica.bnf.fr/ark:/12148/btv1b53021229s
btv1b53021220r,"Carte hydrographique de la Moyenne-Egypte, gravée au Dépôt de la guerre en 1854 / d'après les travaux de M. Linant de Bellefonds, revue et complétée en 1882 pour les chemins de fer",1882,19th c.,unverified,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,,medium,high,hydrology | railways,2,yes,railways,indirect,medium,https://gallica.bnf.fr/ark:/12148/btv1b53021220r
oai:u-bordeaux-montaigne.fr:218963,Algérie et Tunisie : d'après les documents fournis par le Dépôt de la guerre (Service géographique) : orthographe des noms arabes d'après les principes du Général Parmentier / dessinée par J. Hansen ; gravée par E. Morieu,1885,19th c.,high,partner,-2.333,12.000,38.000,30.000,partner_page,0.262,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,very_small,unknown,coastline_bathymetry | relief,2,yes,,none,very_small,https://1886.u-bordeaux-montaigne.fr/s/1886/item/218963
btv1b531464026,"[Stations de sauvetage sur les côtes de France] : Corse, Algérie, Tunisie",1893,19th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b531464026
btv1b8458783m,Haïdra [plan des ruines près de la route de Tebessa],1926,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,roads | archaeology,2,yes,roads,direct,,https://gallica.bnf.fr/ark:/12148/btv1b8458783m
btv1b53158317g,"[Cables sous-marins France, Algérie, Tunisie]",1932,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53158317g
btv1b53071091w,Djebel Zaghouan [Tunisie] carte géologique. 1 : 20 000 / G. Castany,1951,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,medium,relief | geology_mines,2,yes,geology_mines,direct,,https://gallica.bnf.fr/ark:/12148/btv1b53071091w
btv1b53242282n,"[Carte des côtes de Tunisie et de Libye, depuis Sousse jusqu'à Misrata ]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | archaeology,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242282n
btv1b53242289s,"[Carte des côtes tunisiennes et algériennes, du golfe d'Hammamet jusqu'à Alger]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242289s
btv1b53242275k,[Les côtes de Barbarie : du cap Bon jusqu'à Bougie],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | fortifications,2,yes,,none,,https://gallica.bnf.fr/ark:/12148/btv1b53242275k
btv1b53237563t,[Routes et sondes entre Zerbi et le Cap Poule],,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | roads,2,yes,roads,direct,,https://gallica.bnf.fr/ark:/12148/btv1b53237563t
btv1b532367135,"[Routes et sondes sur la côte de Barbarie, entre le cap Mesurat et le cap Africa]",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,coastline_bathymetry | roads,2,yes,roads,direct,,https://gallica.bnf.fr/ark:/12148/btv1b532367135
btv1b53236712q,"Carte qui comprend une partie des côtes de Barbarie, depuis le cap Bon jusqu'a la ville de Bomba, l'extrémité ouest de l'Isle de Candie, la partie Sud de la Morée et les côtes Sud ouest de l'Isle de Sicile qui sont entre la ville de Siracuse et celle de Trapano",,18th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,early_modern,2_control_points,no stated scale,unknown,high,settlements | coastline_bathymetry,2,yes,settlements,indirect,,https://gallica.bnf.fr/ark:/12148/btv1b53236712q
