record_id,title,year,century,confidence,provenance_tier,bbox_west,bbox_east,bbox_north,bbox_south,bbox_source,tunisia_extent_share,orientation,orientation_basis,geometric_class,georef_tier,georef_blockers,scale_class,scan_resolution_class,thematic_layers,n_thematic_layers,content_mappable,inequality_layers,inequality_use,coverage_group,url
oai:u-bordeaux-montaigne.fr:340508,"Tunisie Flle. N° LXIX-B9-C34, Sbiba / dressé, héliogravé et publié par le Service Géographique de l'Armée en 1928",1928,20th c.,high,partner,9.038,9.398,35.631,35.442,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340508
oai:u-bordeaux-montaigne.fr:340507,"Tunisie Flle. N° LXVIII-B9-C33, Ksar Tlili / dressé, héliogravé et publié par le Service Géographique de l'Armée en 1928",1928,20th c.,high,partner,8.687,9.047,35.649,35.460,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340507
oai:u-bordeaux-montaigne.fr:340427,"Tunisie Flle. N° XXXI-B4-C32, Ghardimaou / dressé, héliogravé et publié par le service géographique de l'Armée (complété en 1928)",1928,20th c.,high,partner,8.408,8.768,36.567,36.378,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340427
btv1b53066569j,"Manoeuvres d'Algérie-Tunisie, 1929",1929,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,,medium,high,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b53066569j
btv1b53066570x,Manoeuvres d'Algérie-Tunisie. 1929,1929,20th c.,high,bnf,,,,,none,,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,,medium,high,,0,no,,none,medium,https://gallica.bnf.fr/ark:/12148/btv1b53066570x
oai:u-bordeaux-montaigne.fr:340490,"Tunisie Flle. N° LXI-B8-C34, Rohia-Dj. Barbrou / dressé, héliogravé et publié par le Service géographique de l'Armée en 1929",1929,20th c.,high,partner,9.056,9.416,35.811,35.622,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340490
oai:u-bordeaux-montaigne.fr:340452,"Tunisie Flle. N° XLV-B6-C33, Les Salines / dressé,héliogravé et publié par le Service géographique de l'Armée en 1924 (révision partielle de 1925), complété en 1929",1929,20th c.,high,partner,8.733,9.083,36.167,36.000,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340452
oai:u-bordeaux-montaigne.fr:340430,"Tunisie Flle. N° XXXIV-B4-C35, Bou Arada / dressé, héliogravé et publié par le Service géographique de l'Armée (révisé en 1930)",1930,20th c.,high,partner,9.470,9.839,36.513,36.315,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340430
oai:u-bordeaux-montaigne.fr:340468,"Tunisie Flle. N° L-B6-C38, Halk El Mennzel / dressé, gravé et publié par Service géographique de l'armée (complété en 1931)",1931,20th c.,high,partner,10.500,10.867,36.081,35.892,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340468
oai:u-bordeaux-montaigne.fr:340474,"Tunisie Flle. N° LV-B6-C37, Aïne Djeloula / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1931)",1931,20th c.,high,partner,9.776,10.136,35.946,35.757,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340474
oai:u-bordeaux-montaigne.fr:340476,"Tunisie Flle. N° LVII-B7-C38, Sousse / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1931)",1931,20th c.,high,partner,10.478,10.847,35.910,35.712,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340476
oai:u-bordeaux-montaigne.fr:340495,"Tunisie Flle. N° LXVI-B8-C39, Moknine / dressé, héliogravé et publié par le Service Géographique de l'Armée (Complété en 1931)",1931,20th c.,high,partner,10.811,11.171,35.703,35.505,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340495
oai:u-bordeaux-montaigne.fr:340455,"Tunisie Flle. N° LXVIII-B6-C36, Djebibina / dressé, héliogravé et publié par le Service géographique de l'armée (complété en 1931)",1931,20th c.,high,partner,9.794,10.154,36.126,35.937,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340455
oai:u-bordeaux-montaigne.fr:340512,"Tunisie Flle. N° LXXIII-B9-C38, Kerker / dessiné, héliogravé et publié par le Service Géographique de l'Armée (Complété en 1931)",1931,20th c.,high,partner,10.451,10.802,35.550,35.350,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340512
oai:u-bordeaux-montaigne.fr:340529,"Tunisie Flle. N° LXXXI-B10-C38, El Djem / dessiné, héliogravé et publié par le Service Géographique de l'Armée (Complété en 1931)",1931,20th c.,high,partner,10.433,10.783,35.367,35.167,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340529
oai:u-bordeaux-montaigne.fr:340456,"Tunisie Flle. N° XLIX-B6-C37, Sidi Bou Ali / dressé, gravé et publié par le Service géographique de l'Armée (complété en 1931)",1931,20th c.,high,partner,10.145,10.505,36.108,35.910,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340456
oai:u-bordeaux-montaigne.fr:340453,"Tunisie Flle. N° XLVI-B6-C34, Siliana / dressé, héliogravé et publié par le Service géographique de l'Armée en 1926 (complété en 1931)",1931,20th c.,high,partner,9.083,9.443,36.171,35.982,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340453
oai:u-bordeaux-montaigne.fr:340413,"Tunisie Flle. N° XXVII-B3-C35, Medjez-el-Bab / dressé, heliogravé et publié par Service géographique de l'armée",1931,20th c.,high,partner,9.489,9.858,36.692,36.494,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340413
oai:u-bordeaux-montaigne.fr:340433,"Tunisie Flle. N° XXXVII-B4-C38, Hammamet / dressé, gravé et publié par le Service géographique de l'Armée (révision de 1931)",1931,20th c.,high,partner,10.541,10.901,36.417,36.250,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340433
oai:u-bordeaux-montaigne.fr:340354,"Tunisie Flle. N°I-B00-C34, Kef Abbed / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1931) ; les travaux sur le terrain ont été exécutés par Mr. Vicq [en] 1897",1931,20th c.,high,partner,9.183,9.550,37.417,37.233,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340354
oai:u-bordeaux-montaigne.fr:340414,"Tunisie Flle. n°XXVIII-B3-C36, Oudna / dressé, gravé et publié par le service géographique de l'Armée (révision de 1931)",1931,20th c.,high,partner,9.839,10.208,36.675,36.477,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340414
oai:u-bordeaux-montaigne.fr:340372,"Tunisie Flle. N° VIII - B 0 - C 38, Sidi Daoud / dressé, héliogravé et publié par Service géographique de l'armée (révision de 1932)",1932,20th c.,high,partner,10.600,10.950,37.133,36.950,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340372
oai:u-bordeaux-montaigne.fr:340389,"Tunisie Flle. N° XIV-B 1-C 37, La Marsa / dressé, gravé et publié par Service géographique de l'armée (révision de 1932)",1932,20th c.,high,partner,10.233,10.583,37.000,36.800,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340389
oai:u-bordeaux-montaigne.fr:340391,"Tunisie Flle. N° XV-B 1-C 38, Tazoghrane / dressé, héliogravé et publié par Service géographique de l'armée (révisé en 1932)",1932,20th c.,high,partner,10.583,10.933,36.950,36.783,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340391
oai:u-bordeaux-montaigne.fr:340393,"Tunisie Flle. N° XVIII-B2-C34, Béja / dressé, héliogravé et publié par le Service géographique de l'Armée (révision de 1902) (complété en 1932)",1932,20th c.,high,partner,9.133,9.500,36.867,36.700,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340393
oai:u-bordeaux-montaigne.fr:340407,"Tunisie Flle. N° XXI-B2-C37, La Goulette / dressé, gravé et publié par le Service géographique de l'Armée (révision de 1932)",1932,20th c.,high,partner,10.233,10.586,36.817,36.617,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340407
oai:u-bordeaux-montaigne.fr:340410,"Tunisie Flle. N° XXII-B2-C38, Menzel Bou Zelfa / dressé, heliogravé et publié par le Service géographique de l'armée (révision de 1932)",1932,20th c.,high,partner,10.578,10.946,36.810,36.603,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340410
oai:u-bordeaux-montaigne.fr:340416,"Tunisie Flle. N° XXX-B3-C38, Nabeul / dressé, gravé et publié par Service géographique de l'armée, révision de 1932",1932,20th c.,high,partner,10.550,10.900,36.600,36.417,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340416
oai:u-bordeaux-montaigne.fr:340429,"Tunisie Flle. N° XXXIII-B4-C34, Teboursouk / dressé, héliogravé et publié par le Service géographique de l'Armée (complété en 1932)",1932,20th c.,high,partner,9.119,9.479,36.531,36.342,partner_page,1.000,presumed_north,European printed cartography after 1700 is north-up by convention,survey,1_direct,no IIIF (partner-hosted); scan resolution low or unknown; image not on IIIF; fetch from the holding library,medium,unknown,,0,no,,none,medium,https://1886.u-bordeaux-montaigne.fr/s/1886/item/340429
