record_id,sheet_name,plate,ink_share,width_median_px,width_p10_px,width_p90_px,components,components_over_200px,network_px,network_share_of_plate,network_skeleton_px
oai:u-bordeaux-montaigne.fr:340432,Bou Ficha,dark,0.33152,2.8,2.0,6.3,370542,1470,10419539,0.892,3060801
oai:u-bordeaux-montaigne.fr:340433,Hammamet,black,0.03559,2.8,2.0,8.2,25572,407,,,
oai:u-bordeaux-montaigne.fr:340433,Hammamet,red,0.01813,2.0,2.0,4.0,27277,466,497038,0.779,197350
oai:u-bordeaux-montaigne.fr:340433,Hammamet,brown,0.0152,2.0,2.0,2.8,48629,231,,,
oai:u-bordeaux-montaigne.fr:340433,Hammamet,blue,0.0011,2.0,2.0,2.0,12127,1,2006,0.052,903
oai:u-bordeaux-montaigne.fr:340433,Hammamet,green,0.00354,2.0,2.0,4.0,18297,5,,,
oai:u-bordeaux-montaigne.fr:340433,Hammamet,wash,0.00542,2.0,2.0,2.8,20635,49,,,
oai:u-bordeaux-montaigne.fr:340433,Hammamet,dark,0.05975,2.0,2.0,8.2,35145,406,1858365,0.883,513470
oai:u-bordeaux-montaigne.fr:340434,Ouargha,black,0.22095,2.0,2.0,4.0,658832,4220,,,
oai:u-bordeaux-montaigne.fr:340434,Ouargha,red,0.01307,2.0,2.0,2.8,109109,156,156086,0.34,62422
oai:u-bordeaux-montaigne.fr:340434,Ouargha,brown,0.08746,2.0,2.0,4.0,367003,1896,,,
oai:u-bordeaux-montaigne.fr:340434,Ouargha,blue,0.00999,2.0,2.0,2.0,140120,67,56672,0.161,21253
oai:u-bordeaux-montaigne.fr:340434,Ouargha,green,0.05748,2.0,2.0,2.8,371503,572,,,
oai:u-bordeaux-montaigne.fr:340434,Ouargha,wash,0.04204,2.0,2.0,2.8,264729,147,,,
oai:u-bordeaux-montaigne.fr:340434,Ouargha,dark,0.40794,2.0,2.0,4.5,601726,830,12906766,0.9,4724787
oai:u-bordeaux-montaigne.fr:340435,Nebeur,black,0.24798,2.0,2.0,4.5,503904,3975,,,
oai:u-bordeaux-montaigne.fr:340435,Nebeur,red,0.01494,2.0,2.0,4.0,100185,199,226451,0.429,66925
oai:u-bordeaux-montaigne.fr:340435,Nebeur,brown,0.05479,2.0,2.0,4.0,293697,883,,,
oai:u-bordeaux-montaigne.fr:340435,Nebeur,blue,0.01315,2.0,2.0,2.0,209423,48,35232,0.076,11717
oai:u-bordeaux-montaigne.fr:340435,Nebeur,green,0.05725,2.0,2.0,4.0,299589,399,,,
oai:u-bordeaux-montaigne.fr:340435,Nebeur,wash,0.04596,2.0,2.0,2.8,360256,140,,,
oai:u-bordeaux-montaigne.fr:340435,Nebeur,dark,0.40598,2.0,2.0,5.7,462420,774,13111719,0.914,4440011
oai:u-bordeaux-montaigne.fr:340436,Gafour,black,0.08951,2.0,2.0,4.5,173657,2196,,,
oai:u-bordeaux-montaigne.fr:340436,Gafour,red,0.01744,2.0,2.0,4.0,44016,440,421588,0.689,152880
oai:u-bordeaux-montaigne.fr:340436,Gafour,brown,0.05135,2.0,2.0,4.0,133935,856,,,
oai:u-bordeaux-montaigne.fr:340436,Gafour,blue,0.02461,2.0,2.0,2.0,318293,61,201894,0.234,76425
oai:u-bordeaux-montaigne.fr:340436,Gafour,green,0.082,2.0,2.0,4.0,261271,1559,,,
oai:u-bordeaux-montaigne.fr:340436,Gafour,wash,0.04322,2.0,2.0,2.0,465808,22,,,
oai:u-bordeaux-montaigne.fr:340436,Gafour,dark,0.26609,2.8,2.0,5.7,143480,1560,8586072,0.92,2775116
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,black,0.2255,2.0,2.0,4.5,328993,5126,,,
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,red,0.01237,2.0,2.0,2.8,84721,113,153564,0.354,55484
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,brown,0.07025,2.0,2.0,4.0,305781,1348,,,
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,blue,0.01131,2.0,2.0,2.0,172753,20,18844,0.048,8904
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,green,0.06213,2.0,2.0,4.0,298429,778,,,
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,wash,0.04938,2.0,2.0,2.8,317993,68,,,
oai:u-bordeaux-montaigne.fr:340447,Djebel Mansour,dark,0.40726,2.8,2.0,5.7,252959,439,13496437,0.946,4409845
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,black,0.33549,2.8,2.0,6.0,274017,2779,,,
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,red,0.0105,2.0,2.0,4.0,78570,123,126386,0.341,46036
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,brown,0.06801,2.0,2.0,4.0,277602,1485,,,
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,blue,0.00498,2.0,2.0,2.0,86650,0,2919,0.017,1089
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,green,0.04673,2.0,2.0,2.8,258430,199,,,
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,wash,0.02817,2.0,2.0,2.8,234734,80,,,
oai:u-bordeaux-montaigne.fr:340448,Djebel Fkirine,dark,0.4784,2.8,2.0,7.2,194727,427,16046223,0.95,4998171
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,black,0.18938,2.0,2.0,5.7,196958,3160,,,
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,red,0.02075,2.0,2.0,4.0,53364,550,477255,0.657,161830
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,brown,0.06123,2.0,2.0,4.0,256865,1086,,,
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,blue,0.01039,2.0,2.0,2.0,110330,91,87646,0.241,46379
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,green,0.03263,2.0,2.0,4.0,140057,202,,,
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,wash,0.04104,2.0,2.0,2.8,198783,272,,,
oai:u-bordeaux-montaigne.fr:340449,Enfidaville,dark,0.32427,2.8,2.0,6.3,142977,921,10557955,0.929,3242913
oai:u-bordeaux-montaigne.fr:340451,Le Kef,black,0.22016,2.0,2.0,4.5,417104,3665,,,
oai:u-bordeaux-montaigne.fr:340451,Le Kef,red,0.01572,2.0,2.0,4.0,86321,239,262718,0.474,74558
oai:u-bordeaux-montaigne.fr:340451,Le Kef,brown,0.05675,2.0,2.0,4.0,268156,1150,,,
oai:u-bordeaux-montaigne.fr:340451,Le Kef,blue,0.0047,2.0,2.0,2.0,83186,6,7835,0.047,3153
oai:u-bordeaux-montaigne.fr:340451,Le Kef,green,0.08235,2.0,2.0,4.0,314494,1202,,,
oai:u-bordeaux-montaigne.fr:340451,Le Kef,wash,0.02536,2.0,2.0,2.8,194951,104,,,
oai:u-bordeaux-montaigne.fr:340451,Le Kef,dark,0.38462,2.8,2.0,5.7,381164,717,12462003,0.92,4197448
oai:u-bordeaux-montaigne.fr:340452,Les Salines,black,0.19155,2.0,2.0,4.5,447882,3189,,,
oai:u-bordeaux-montaigne.fr:340452,Les Salines,red,0.01776,2.0,2.0,4.0,75033,306,368956,0.587,128810
oai:u-bordeaux-montaigne.fr:340452,Les Salines,brown,0.06197,2.0,2.0,2.8,329586,885,,,
oai:u-bordeaux-montaigne.fr:340452,Les Salines,blue,0.0063,2.0,2.0,2.0,92273,7,5763,0.026,2142
oai:u-bordeaux-montaigne.fr:340452,Les Salines,green,0.02346,2.0,2.0,4.0,154541,208,,,
oai:u-bordeaux-montaigne.fr:340452,Les Salines,wash,0.03011,2.0,2.0,2.8,208106,56,,,
oai:u-bordeaux-montaigne.fr:340452,Les Salines,dark,0.30709,2.0,2.0,5.7,429371,684,9838247,0.905,3131484
oai:u-bordeaux-montaigne.fr:340453,Siliana,black,0.21434,2.0,2.0,4.5,307944,4229,,,
oai:u-bordeaux-montaigne.fr:340453,Siliana,red,0.0129,2.0,2.0,4.0,67695,178,161923,0.356,58356
oai:u-bordeaux-montaigne.fr:340453,Siliana,brown,0.04137,2.0,2.0,2.8,243939,527,,,
oai:u-bordeaux-montaigne.fr:340453,Siliana,blue,0.01,2.0,2.0,2.0,140938,67,48688,0.138,16666
oai:u-bordeaux-montaigne.fr:340453,Siliana,green,0.04487,2.0,2.0,2.8,211779,645,,,
oai:u-bordeaux-montaigne.fr:340453,Siliana,wash,0.03904,2.0,2.0,2.8,319738,207,,,
oai:u-bordeaux-montaigne.fr:340453,Siliana,dark,0.33962,2.8,2.0,5.7,290779,438,11271573,0.941,3593776
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,black,0.27971,2.0,2.0,4.5,385085,4499,,,
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,red,0.01536,2.0,2.0,2.8,138403,155,115208,0.213,38987
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,brown,0.08277,2.0,2.0,4.0,351089,1414,,,
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,blue,0.01681,2.0,2.0,2.0,208369,34,53661,0.091,20999
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,green,0.06963,2.0,2.0,4.0,305870,744,,,
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,wash,0.0467,2.0,2.0,2.8,295676,239,,,
oai:u-bordeaux-montaigne.fr:340454,Djebel Bargou,dark,0.47881,2.8,2.0,6.0,313880,216,16033159,0.95,4956797
oai:u-bordeaux-montaigne.fr:340455,Djebibina,black,0.22233,2.0,2.0,5.7,195982,2495,,,
oai:u-bordeaux-montaigne.fr:340455,Djebibina,red,0.00719,2.0,2.0,2.8,52328,75,95395,0.378,42093
oai:u-bordeaux-montaigne.fr:340455,Djebibina,brown,0.06743,2.0,2.0,4.0,283427,1268,,,
oai:u-bordeaux-montaigne.fr:340455,Djebibina,blue,0.00399,2.0,2.0,2.8,48098,67,36844,0.263,12429
oai:u-bordeaux-montaigne.fr:340455,Djebibina,green,0.02907,2.0,2.0,4.5,100762,51,,,
oai:u-bordeaux-montaigne.fr:340455,Djebibina,wash,0.01994,2.0,2.0,2.8,131313,96,,,
oai:u-bordeaux-montaigne.fr:340455,Djebibina,dark,0.33877,2.8,2.0,8.0,145054,645,11263313,0.947,3245640
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,black,0.1513,2.8,2.0,6.0,129143,2208,,,
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,red,0.01849,2.0,2.0,4.0,36770,550,464817,0.716,173043
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,brown,0.02234,2.0,2.0,4.0,95418,396,,,
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,blue,0.00655,2.0,2.0,2.0,63819,64,68345,0.297,35846
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,green,0.0146,2.0,2.0,2.8,95702,52,,,
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,wash,0.01992,2.0,2.0,2.0,148744,216,,,
oai:u-bordeaux-montaigne.fr:340456,Sidi Bou Ali,dark,0.20816,2.8,2.0,6.0,161667,1455,6529485,0.894,1962591
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,black,0.02174,2.8,2.0,6.0,22656,357,,,
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,red,0.01755,2.0,2.0,4.0,23492,468,548898,0.872,241323
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,brown,0.01113,2.0,2.0,2.8,39096,139,,,
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,blue,0.00097,2.0,2.0,2.0,12022,6,8373,0.24,3859
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,green,0.00515,2.0,2.0,4.5,15777,78,,,
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,wash,0.0044,2.0,2.0,2.8,12634,88,,,
oai:u-bordeaux-montaigne.fr:340468,Halk El Mennzel,dark,0.04243,2.0,2.0,6.0,39308,198,1269650,0.834,416381
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,black,0.28038,2.0,2.0,4.5,842399,2991,,,
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,red,0.01219,2.0,2.0,4.0,66455,206,190062,0.426,71652
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,brown,0.03764,2.0,2.0,4.0,183738,967,,,
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,blue,0.00371,2.0,2.0,2.0,80317,0,4648,0.034,1734
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,green,0.03552,2.0,2.0,2.8,254569,497,,,
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,wash,0.03467,2.0,2.0,2.8,329411,104,,,
oai:u-bordeaux-montaigne.fr:340470,Tadjerouine,dark,0.38821,2.0,2.0,5.7,877222,437,12477583,0.878,4247141
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,black,0.21706,2.0,2.0,4.5,485737,3595,,,
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,red,0.01541,2.0,2.0,4.0,90644,219,196521,0.358,68188
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,brown,0.04247,2.0,2.0,4.0,241042,690,,,
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,blue,0.00665,2.0,2.0,2.0,129574,0,2439,0.01,991
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,green,0.01979,2.0,2.0,2.8,193961,172,,,
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,wash,0.03089,2.0,2.0,2.8,265157,190,,,
oai:u-bordeaux-montaigne.fr:340471,Ebba Ksour,dark,0.31021,2.8,2.0,5.7,532609,606,9992576,0.904,3108503
oai:u-bordeaux-montaigne.fr:340472,Maktar,black,0.27497,2.0,2.0,4.5,543609,3526,,,
oai:u-bordeaux-montaigne.fr:340472,Maktar,red,0.01672,2.0,2.0,4.0,92101,260,227356,0.379,71492
oai:u-bordeaux-montaigne.fr:340472,Maktar,brown,0.03829,2.0,2.0,4.0,191340,928,,,
oai:u-bordeaux-montaigne.fr:340472,Maktar,blue,0.00842,2.0,2.0,2.0,130686,49,34892,0.115,9849
oai:u-bordeaux-montaigne.fr:340472,Maktar,green,0.05008,2.0,2.0,2.8,299386,658,,,
oai:u-bordeaux-montaigne.fr:340472,Maktar,wash,0.03378,2.0,2.0,2.8,304199,192,,,
oai:u-bordeaux-montaigne.fr:340472,Maktar,dark,0.39712,2.0,2.0,4.5,530436,488,13069615,0.916,4653811
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,black,0.25935,2.0,2.0,4.5,543594,4217,,,
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,red,0.01688,2.0,2.0,4.0,119191,269,253191,0.418,95638
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,brown,0.04681,2.0,2.0,4.0,272807,961,,,
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,blue,0.00842,2.0,2.0,2.0,152520,6,6755,0.022,2813
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,green,0.08717,2.0,2.0,4.0,353559,1017,,,
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,wash,0.03421,2.0,2.0,2.8,299017,73,,,
oai:u-bordeaux-montaigne.fr:340473,Djebel Serdj,dark,0.42755,2.0,2.0,5.7,535192,596,14000886,0.912,4825234
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,black,0.06342,2.0,2.0,4.5,84192,2248,,,
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,red,0.02323,2.0,2.0,4.0,32820,698,686764,0.829,245014
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,brown,0.02872,2.0,2.0,4.0,91342,376,,,
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,blue,0.00459,2.0,2.0,2.0,79710,5,4703,0.029,2022
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,green,0.02697,2.0,2.0,4.0,101301,32,,,
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,wash,0.01834,2.0,2.0,2.8,185273,34,,,
oai:u-bordeaux-montaigne.fr:340474,Aïne Djeloula,dark,0.13745,2.8,2.0,5.7,60320,1423,4348481,0.887,1333690
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,black,0.19888,2.0,2.0,6.0,208866,1771,,,
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,red,0.01085,2.0,2.0,4.0,36516,239,197144,0.505,69315
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,brown,0.03191,2.0,2.0,4.0,127655,767,,,
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,blue,0.00313,2.0,2.0,2.0,56477,0,1006,0.009,434
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,green,0.00857,2.0,2.0,2.8,86265,32,,,
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,wash,0.02787,2.0,2.0,2.0,166752,275,,,
oai:u-bordeaux-montaigne.fr:340475,Sebkra Kelbia,dark,0.26723,2.0,2.0,6.3,191663,1259,9078027,0.944,2989527
oai:u-bordeaux-montaigne.fr:340476,Sousse,black,0.09448,2.8,2.0,4.5,130538,1914,,,
oai:u-bordeaux-montaigne.fr:340476,Sousse,red,0.01965,2.0,2.0,4.5,42883,410,477959,0.678,137771
oai:u-bordeaux-montaigne.fr:340476,Sousse,brown,0.02709,2.0,2.0,4.0,94613,554,,,
oai:u-bordeaux-montaigne.fr:340476,Sousse,blue,0.00843,2.0,2.0,2.8,71952,100,102076,0.337,48913
oai:u-bordeaux-montaigne.fr:340476,Sousse,green,0.04737,2.0,2.0,5.7,107543,862,,,
oai:u-bordeaux-montaigne.fr:340476,Sousse,wash,0.01834,2.0,2.0,2.8,114816,132,,,
oai:u-bordeaux-montaigne.fr:340476,Sousse,dark,0.18728,2.8,2.0,6.0,155138,1291,5634078,0.838,1744749
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,black,0.21149,2.0,2.0,4.5,625451,3632,,,
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,red,0.01291,2.0,2.0,4.0,71859,487,339280,0.471,109337
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,brown,0.02842,2.0,2.0,2.8,285558,738,,,
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,blue,0.00143,2.0,2.0,2.0,48513,0,434,0.005,169
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,green,0.02098,2.0,2.0,4.0,127769,538,,,
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,wash,0.01543,2.0,2.0,4.0,187120,131,,,
oai:u-bordeaux-montaigne.fr:340488,Kalaat es Senam,dark,0.27632,2.8,2.0,5.7,606761,1254,13884203,0.902,3919719
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,black,0.18664,2.8,2.0,4.5,172479,3832,,,
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,red,0.01527,2.0,2.0,4.0,51558,267,287130,0.523,115737
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,brown,0.03441,2.0,2.0,4.0,206100,585,,,
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,blue,0.00268,2.0,2.0,2.0,48822,0,995,0.01,435
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,green,0.01989,2.0,2.0,2.8,128753,363,,,
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,wash,0.01912,2.0,2.0,2.8,137873,18,,,
oai:u-bordeaux-montaigne.fr:340489,Aïn El Kseïba,dark,0.26006,4.0,2.0,6.0,169503,608,8708539,0.931,2462835
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,black,0.19268,2.0,2.0,4.5,500018,4449,,,
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,red,0.01512,2.0,2.0,4.0,111413,186,181389,0.336,71260
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,brown,0.0611,2.0,2.0,4.0,302382,1121,,,
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,blue,0.01063,2.0,2.0,2.0,192176,7,3364,0.009,1433
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,green,0.11003,2.0,2.0,4.0,303658,1304,,,
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,wash,0.04413,2.0,2.0,2.8,333167,136,,,
oai:u-bordeaux-montaigne.fr:340490,Rohia-Dj. Barbrou,dark,0.40795,2.8,2.0,5.7,444395,620,13420202,0.923,4476963
oai:u-bordeaux-montaigne.fr:340491,Pichon,black,0.2123,2.0,2.0,4.5,396352,4627,,,
oai:u-bordeaux-montaigne.fr:340491,Pichon,red,0.02098,2.0,2.0,4.0,72523,402,393432,0.523,131086
oai:u-bordeaux-montaigne.fr:340491,Pichon,brown,0.04418,2.0,2.0,4.0,250826,630,,,
oai:u-bordeaux-montaigne.fr:340491,Pichon,blue,0.00904,2.0,2.0,2.0,136090,36,28000,0.086,11002
oai:u-bordeaux-montaigne.fr:340491,Pichon,green,0.06773,2.0,2.0,4.0,214900,718,,,
oai:u-bordeaux-montaigne.fr:340491,Pichon,wash,0.03101,2.0,2.0,2.8,252220,70,,,
oai:u-bordeaux-montaigne.fr:340491,Pichon,dark,0.35521,2.8,2.0,5.7,333311,1533,11311368,0.888,3704468
oai:u-bordeaux-montaigne.fr:340492,Kairouan,black,0.12347,2.8,2.0,5.7,171523,2817,,,
oai:u-bordeaux-montaigne.fr:340492,Kairouan,red,0.01957,2.0,2.0,4.0,37997,467,493020,0.702,170511
oai:u-bordeaux-montaigne.fr:340492,Kairouan,brown,0.03601,2.0,2.0,4.0,131850,598,,,
oai:u-bordeaux-montaigne.fr:340492,Kairouan,blue,0.00363,2.0,2.0,2.0,65482,6,3479,0.027,1454
oai:u-bordeaux-montaigne.fr:340492,Kairouan,green,0.01704,2.0,2.0,4.0,95247,91,,,
oai:u-bordeaux-montaigne.fr:340492,Kairouan,wash,0.01921,2.0,2.0,2.8,143911,12,,,
oai:u-bordeaux-montaigne.fr:340492,Kairouan,dark,0.19572,2.8,2.0,6.0,156712,1429,6417345,0.913,1889992
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,black,0.10953,2.0,2.0,4.0,379954,1828,,,
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,red,0.01639,2.0,2.0,4.0,38074,436,383314,0.65,139743
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,brown,0.02503,2.0,2.0,4.0,95535,505,,,
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,blue,0.00428,2.0,2.0,2.0,57313,9,10873,0.071,5310
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,green,0.00777,2.0,2.0,2.8,70381,10,,,
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,wash,0.02385,2.0,2.0,2.0,115593,237,,,
oai:u-bordeaux-montaigne.fr:340493,Sidi El Hani,dark,0.16618,2.0,2.0,4.5,381163,1405,5105212,0.853,2051532
oai:u-bordeaux-montaigne.fr:340494,Djemmal,black,0.11957,2.8,2.0,5.7,107510,2892,,,
oai:u-bordeaux-montaigne.fr:340494,Djemmal,red,0.0146,2.0,2.0,4.0,43182,277,294810,0.569,102071
oai:u-bordeaux-montaigne.fr:340494,Djemmal,brown,0.02042,2.0,2.0,4.0,71228,355,,,
oai:u-bordeaux-montaigne.fr:340494,Djemmal,blue,0.0041,2.0,2.0,2.0,51150,29,34239,0.235,17883
oai:u-bordeaux-montaigne.fr:340494,Djemmal,green,0.04808,2.0,2.0,4.0,187525,817,,,
oai:u-bordeaux-montaigne.fr:340494,Djemmal,wash,0.02288,2.0,2.0,2.8,223758,105,,,
oai:u-bordeaux-montaigne.fr:340494,Djemmal,dark,0.21096,2.8,2.0,6.0,124654,1229,6697109,0.894,2009777
oai:u-bordeaux-montaigne.fr:340495,Moknine,black,0.07226,2.0,2.0,4.5,91740,1641,,,
oai:u-bordeaux-montaigne.fr:340495,Moknine,red,0.01657,2.0,2.0,4.0,39312,245,278420,0.603,98252
oai:u-bordeaux-montaigne.fr:340495,Moknine,brown,0.02021,2.0,2.0,4.0,47548,225,,,
oai:u-bordeaux-montaigne.fr:340495,Moknine,blue,0.00765,2.0,2.0,2.0,81525,9,12243,0.057,5551
oai:u-bordeaux-montaigne.fr:340495,Moknine,green,0.05368,2.0,2.0,4.0,130613,77,,,
oai:u-bordeaux-montaigne.fr:340495,Moknine,wash,0.03598,2.0,2.0,2.0,147321,505,,,
oai:u-bordeaux-montaigne.fr:340495,Moknine,dark,0.18213,2.0,2.0,4.5,99775,1170,4151537,0.818,1451376
oai:u-bordeaux-montaigne.fr:340496,Thala,black,0.23148,2.0,2.0,4.5,439573,4506,,,
oai:u-bordeaux-montaigne.fr:340496,Thala,red,0.01088,2.0,2.0,4.0,54775,173,154867,0.389,57604
oai:u-bordeaux-montaigne.fr:340496,Thala,brown,0.03363,2.0,2.0,4.0,190334,720,,,
oai:u-bordeaux-montaigne.fr:340496,Thala,blue,0.00748,2.0,2.0,2.0,149857,0,2988,0.011,1179
oai:u-bordeaux-montaigne.fr:340496,Thala,green,0.06585,2.0,2.0,4.0,247515,1630,,,
oai:u-bordeaux-montaigne.fr:340496,Thala,wash,0.05187,2.0,2.0,2.8,362019,197,,,
oai:u-bordeaux-montaigne.fr:340496,Thala,dark,0.38283,2.8,2.0,6.0,427343,450,13060519,0.933,3918915
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,black,0.2197,2.0,2.0,4.5,366180,4616,,,
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,red,0.01097,2.0,2.0,4.0,58298,130,131724,0.336,54018
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,brown,0.05462,2.0,2.0,4.0,322406,1022,,,
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,blue,0.00516,2.0,2.0,2.0,75903,3,3808,0.021,1435
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,green,0.0519,2.0,2.0,2.8,294508,719,,,
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,wash,0.02835,2.0,2.0,4.0,125657,77,,,
oai:u-bordeaux-montaigne.fr:340507,Ksar Tlili,dark,0.35458,2.8,2.0,5.7,375780,463,11674446,0.92,3730608
oai:u-bordeaux-montaigne.fr:340508,Sbiba,black,0.19394,2.0,2.0,4.5,483858,3358,,,
oai:u-bordeaux-montaigne.fr:340508,Sbiba,red,0.01106,2.0,2.0,4.0,61413,89,129142,0.326,55958
oai:u-bordeaux-montaigne.fr:340508,Sbiba,brown,0.06872,2.0,2.0,4.0,283482,1412,,,
oai:u-bordeaux-montaigne.fr:340508,Sbiba,blue,0.00794,2.0,2.0,2.0,128646,5,12863,0.045,4970
oai:u-bordeaux-montaigne.fr:340508,Sbiba,green,0.03983,2.0,2.0,4.0,160958,437,,,
oai:u-bordeaux-montaigne.fr:340508,Sbiba,wash,0.03809,2.0,2.0,4.0,217090,258,,,
oai:u-bordeaux-montaigne.fr:340508,Sbiba,dark,0.34058,2.8,2.0,6.0,412428,609,11077869,0.91,3350603
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,black,0.11704,2.0,2.0,5.7,159673,3018,,,
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,red,0.01943,2.0,2.0,4.0,47536,421,429505,0.617,156147
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,brown,0.05773,2.0,2.0,4.0,189802,1025,,,
oai:u-bordeaux-montaigne.fr:340509,Djebel Trozza,blue,0.0074,2.0,2.0,2.0,117031,25,23519,0.089,9932
